8026,A,88,Τυμπάκιο,Greece,Dimitris Resort Hotel & Villa,,hotel,"Matala Main Road, Τυμπάκιο",306932483939,1,,,High,,,,overture:a2ecb0ed-e691-444d-a04c-cf9945ac4580,2026-08-15,New,,https://www.matala.gr/,holiday@matala.gr,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=a2ecb0ed-e691-444d-a04c-cf9945ac4580,
8027,B,70,Dublin,United Kingdom,Mathews Property Management,,property_management,"29 Norfolk Road, Dublin",35318389366,1,,,High,,,,overture:c63ee110-8e90-4bd9-b8aa-e5006b54599a,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://mathewsproperty.com/,annmariemathews@mathewsproperty.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=c63ee110-8e90-4bd9-b8aa-e5006b54599a,
8028,B,70,Lakewood,USA,Mavi Unlimited Property Management,,real_estate_agent,"6926 W Alaska Dr, Lakewood, CO",3036658944,1,,,High,,,,overture:b9c16d95-f754-491c-952e-967885edc435,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://maviunlimited.com,mike@maviunlimited.com,,https://www.instagram.com/maviunlimited/,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=b9c16d95-f754-491c-952e-967885edc435,
8029,B,70,Aurora,USA,Maximum Property Management,,property_management,"2851 S Parker Rd Ste 840, Aurora, CO",3033690800,1,,,High,,,,overture:732eee0d-96e3-482a-ba5d-e236dc79068f,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.maximummgt.com,tammy@maximummgt.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=732eee0d-96e3-482a-ba5d-e236dc79068f,
8030,A,88,Αρκάδιοι,Greece,Mayamor Villas,,hotel,Αρκάδιοι,306972910440,1,,,High,,,,overture:7081fe31-0e8e-40f6-aa4c-b08144c15a94,2026-08-15,New,,http://www.mayamor.gr/,info@mayamor.gr,,https://www.instagram.com/mayamorvillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=7081fe31-0e8e-40f6-aa4c-b08144c15a94,
8031,B,70,Omagh,United Kingdom,McAtee Bros Property Management,,real_estate_agent,"163 Edergoole Road, Omagh, NIR",447775840486,1,,,High,,,,overture:159a2453-d5d5-484b-95fd-da36edfbaac7,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mcatee.co.uk/,info@mcatee.co.uk,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=159a2453-d5d5-484b-95fd-da36edfbaac7,
8032,B,70,Lansing,USA,McCardel Development and Management,,property_management,"1903 Wood St, Lansing, MI",15174871080,1,,,High,,,,overture:9abc8e22-66fa-4239-a406-fbf7c555cc56,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mccardelmgt.com,david@mccardelmgt.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=9abc8e22-66fa-4239-a406-fbf7c555cc56,
8033,B,70,Cave Creek,USA,McCools Professional Property Management,,property_management,"4815 E Carefree Hwy, Cave Creek, AZ",16233239044,1,,,High,,,,overture:4669ab94-5073-484a-ab3e-753fcdbcb928,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mccoolspools.com/,smccoolspools@gmail.com,,https://www.instagram.com/mccoolspoolsaz/,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=4669ab94-5073-484a-ab3e-753fcdbcb928,
8034,B,70,Edinburgh,United Kingdom,McLean Forth Properties (Edinburgh),,property_management,"1 St Colme Street, Edinburgh, SCT",441315579222,1,,,High,,,,overture:d8c51b9a-129b-4d7f-80a4-afb85983a3b0,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mcleanforth.com/,info@mcleanforth.com,,https://www.instagram.com/mcleanforth/,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=d8c51b9a-129b-4d7f-80a4-afb85983a3b0,
8035,B,70,Novato,USA,Meridian Commercial Property Management,,property_management,"371 Bel Marin Keys Blvd, Novato, CA",14155215490,1,,,High,,,,overture:54294973-ec2f-44c1-a499-a53e704328ec,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mcpminc.com/,info@mcpminc.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=54294973-ec2f-44c1-a499-a53e704328ec,
8036,B,70,Βόλος,Greece,MD bnb property management,,property_management,"Γκλαβάνη 127, Βόλος",306996903988,1,,,High,,,,overture:be1ecfe0-3ed5-4c88-950d-9af02374dcf8,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mdbnb.gr/,info@mdbnb.gr,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=be1ecfe0-3ed5-4c88-950d-9af02374dcf8,
8037,A,88,Δήμος Ωρωπού,Greece,Mediterra Retreat,,resort,"Agias Annas 40420 Kapandriti, Δήμος Ωρωπού",306932905050,1,,,High,,,,overture:50394d81-3e0a-4cfe-9462-80d9e42870b6,2026-08-15,New,,http://www.mediterra.gr/,info@mediterra.gr,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=50394d81-3e0a-4cfe-9462-80d9e42870b6,
8038,B,70,Melendugno,Italy,Mediterranea Asset | Property Finding | Property Management | Project Management | Network Facilitation,,property_management,"Via Roca, 4, Melendugno, 75",390832665460,1,,,High,,,,overture:abde6f48-4a5e-4708-b335-359748bf9435,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mediterraneaasset.com/,info@mediterraneaasset.com,,https://www.instagram.com/mediterraneaasset/,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=abde6f48-4a5e-4708-b335-359748bf9435,
8039,A,88,Παραλία,Greece,Hotel Mediterranean Resort,,hotel,"Καλυψώ, Βασιλέως Παύλου 47, Παραλία",302351061993,1,,,High,,,,overture:3ca28839-77e5-48a8-8fc3-64517ef5733d,2026-08-15,New,,http://www.mediterraneanhotels.gr/resort,resort@mediterraneanhotels.gr,,https://www.instagram.com/hotel_mediterranean_resort/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=3ca28839-77e5-48a8-8fc3-64517ef5733d,
8040,A,88,Μελιτειέοι,Greece,Villa Olivum Corfu,,beach_resort,"Chalikounas, Μελιτειέοι",306932175928,1,,,High,,,,overture:745308e4-0b0f-4ca7-8c47-e028cc5b2bef,2026-08-15,New,,https://www.mediterraneanvillas.com/greece/ionian-islands/chalikounas/96214,villaolivum@gmail.com,,https://www.instagram.com/posarellivillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=745308e4-0b0f-4ca7-8c47-e028cc5b2bef,
8041,A,88,Θινάλιο,Greece,Medusas Villas,,hotel,"Acharavi, Θινάλιο",306955854819,1,,,High,,,,overture:6f87423b-5332-40b1-b30e-046d2706b813,2026-08-15,New,,https://medusasvillas.gr/,medusasvillas@gmail.com,,https://www.instagram.com/medusasvillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=6f87423b-5332-40b1-b30e-046d2706b813,
8042,A,91,Great-Lakes-Vacation-Markets::g12of2x3,USA,Meet Me in Michigan Vacation Rentals,,holiday_rental_home,,12693526103,1,,,High,,,,overture:8ecbc688-e130-4a1e-87a9-e69b0e51df68,2026-08-15,New,,http://www.meetmeinmichiganvacationrentals.com/,700propertiesllc@gmail.com,,https://www.instagram.com/meetmeinmivacationrentals/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=8ecbc688-e130-4a1e-87a9-e69b0e51df68,
8043,A,88,Corfu,Greece,Megalithari Villas,,hotel,"Arillas, Corfu",302663051920,1,,,High,,,,overture:0a5b6e57-53fd-4a38-8fb3-f4f81faa672a,2026-08-15,New,,http://www.megalithari.com/,info@megalithari.com,,https://www.instagram.com/megalithari_villas_corfu_/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=0a5b6e57-53fd-4a38-8fb3-f4f81faa672a,
8044,A,88,Περιφέρεια Ιονίων Νήσων,Greece,Meganisi Sunset Luxury Villas,,hotel,"Epar.Od. Spartachoriou - Vathis, Περιφέρεια Ιονίων Νήσων",306987794090,1,,,High,,,,overture:7fb0321a-2331-4fa4-8c85-24cef76f7b41,2026-08-15,New,,http://www.meganisisunset.gr/,info@meganisisunset.gr,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=7fb0321a-2331-4fa4-8c85-24cef76f7b41,
8045,A,88,Μεγανήσι,Greece,Meganisi Villas,,hotel,"Meganisi Villas,Spartochori, Meganisi, Μεγανήσι",306989509851,1,,,High,,,,overture:d514941f-02d3-4a6c-bc1b-0d50d3c6d4af,2026-08-15,New,,https://www.meganisivillas.gr/,info@meganisivillas.gr,,https://www.instagram.com/meganisivillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=d514941f-02d3-4a6c-bc1b-0d50d3c6d4af,
8046,B,70,Roanoke Rapids,USA,Meleco Property Management,,property_management,"937 Carolina St, Roanoke Rapids, NC",12525335902,1,,,High,,,,overture:b47d1329-3f4e-45e1-9340-e19d178673cc,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.melecoinc.com,rent@melecoinc.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=b47d1329-3f4e-45e1-9340-e19d178673cc,
8047,A,88,Θάσος,Greece,Melies luxury suites,,resort,"Skala Potamias, Thassos, Greece, Θάσος",306948116644,1,,,High,,,,overture:0a7012a7-f9df-4ab1-9349-d72f39d93e1c,2026-08-15,New,,http://www.meliesuites-thassos.gr/,info@meliesuites-thassos.gr,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=0a7012a7-f9df-4ab1-9349-d72f39d93e1c,
8048,A,88,Πάργα,Greece,Meliora exclusive villas Parga,,hotel,"Parga, Πάργα",,1,,,High,,,,overture:e3c60ace-be69-47cf-aa30-2acd774dfd6a,2026-08-15,New,,http://Www.melioravillas.gr/,melioraexclusivevillas@gmail.com,,https://www.instagram.com/melioraexclusivevillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=e3c60ace-be69-47cf-aa30-2acd774dfd6a,
8049,A,88,Περιφέρεια Πελοποννήσου,Greece,Melissaki Villas,,hotel,"Πυργιωτικα, Περιφέρεια Πελοποννήσου",302752096414,1,,,High,,,,overture:a411f35f-3de8-4ce9-9115-497ca6fa03a5,2026-08-15,New,,http://www.melissaki.gr/,info@melissaki.gr,,https://www.instagram.com/melissaki_villas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=a411f35f-3de8-4ce9-9115-497ca6fa03a5,
8050,A,88,Ξυλόκαστρο,Greece,Melissi Villas,,hotel,"Ρόδων 25, Ξυλόκαστρο",306945269590,1,,,High,,,,overture:ba95306e-729f-4b44-8dba-309d58fea2c7,2026-08-15,New,,http://www.melissi-villas.gr/,chmant@yahoo.com,,https://www.instagram.com/melissivillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=ba95306e-729f-4b44-8dba-309d58fea2c7,
8051,A,88,Αστυπάλαια,Greece,Melograno Villas,,hotel,"Astypalaia Chora, Αστυπάλαια",306984729776,1,,,High,,,,overture:1fd1fa39-e4bd-4165-92b4-dd1751ebf8f4,2026-08-15,New,,http://www.melograno.gr/,info@melograno.gr,,https://www.instagram.com/melogranoluxuryvillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=1fd1fa39-e4bd-4165-92b4-dd1751ebf8f4,
8052,A,88,Παλλήνη,Greece,Koumaros Villas,,hotel,"Λουτρά Αγίας Παρασκευής Κασσάνδρας, Παλλήνη",302374071854,1,,,High,,,,overture:ed36df75-b335-429f-8464-ff1f2b6c8551,2026-08-15,New,,https://www.meltemi.gr/Koumaros-Villas/,ko.melo@hotmail.com,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=ed36df75-b335-429f-8464-ff1f2b6c8551,
8053,A,88,Ζάκυνθος,Greece,Memorias Villas & Suites,,hotel,"vasilikos, Ζάκυνθος",,1,,,High,,,,overture:ab7cb4d0-c127-4ca7-b07a-2c1aa80e356f,2026-08-15,New,,http://memoriasvillasandsuites.com/,info@memoriasvillasandsuites.com,,https://www.instagram.com/memoriasvillasandsuites/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=ab7cb4d0-c127-4ca7-b07a-2c1aa80e356f,
8054,A,88,Περιφέρεια Πελοποννήσου,Greece,Menalia Villas and Suites,,hotel,"Ε.Ο.ΤΡΙΠΟΛΗΣ ΠΥΡΓΟΥ, Περιφέρεια Πελοποννήσου",302796029029,1,,,High,,,,overture:5b2df486-ceb6-4569-aedf-920161dc6846,2026-08-15,New,,https://www.menalia.gr/,info@menalia.gr,,https://www.instagram.com/menaliavillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=5b2df486-ceb6-4569-aedf-920161dc6846,
8055,B,70,Fort Bragg,USA,Mendocino Coast Property Management,,property_management,"809 N Main St, Fort Bragg, CA",17079647777,1,,,High,,,,overture:3b1bd709-d8b2-4820-b847-ac91c54fa4f5,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mendocoastpm.com/,rentals@mendocoastpm.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=3b1bd709-d8b2-4820-b847-ac91c54fa4f5,
8056,A,91,Περιφέρεια Κεντρικής Μακεδονίας,Greece,Merelia Luxury Villas,,holiday_rental_home,"ELAIONAS New, Περιφέρεια Κεντρικής Μακεδονίας",306977430196,1,,,High,,,,overture:98b92c0e-2544-40bc-88ff-97c1afdc4702,2026-08-15,New,,http://www.merelia.gr/,info@merelia.gr,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=98b92c0e-2544-40bc-88ff-97c1afdc4702,
8057,A,88,Καλαμάτα,Greece,Messinian Monte è Mare Villas Rental,,hotel_supply_service,"Αύρας 56, Καλαμάτα",302721601081,1,,,High,,,,overture:6d46c4f8-868e-449b-9424-b658e967b1d2,2026-08-15,New,,http://www.messinianmonteemare.gr/,info@messinianmonteemare.gr,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=6d46c4f8-868e-449b-9424-b658e967b1d2,
8058,A,88,Δήμος Πλατανιά,Greece,Metochi Villas,,hotel,"Μετόχι, Πύργου Ψηλονέρου, Πλατανιάς, Χανιά, Κρήτη, Metochi, Platanias, Chania, Crete, Greece, Δήμος Πλατανιά",306932847067,1,,,High,,,,overture:ffec5187-b30a-492b-9cbb-1cb065ee5347,2026-08-15,New,,http://www.metochivillas.gr/,gkaralaki@gmail.com,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=ffec5187-b30a-492b-9cbb-1cb065ee5347,
8059,B,70,Raleigh,USA,Metro Property Management,,property_management,"1100 Logger Ct, Raleigh, NC",19192313338,1,,,High,,,,overture:1b9b8859-0603-4e8c-a407-3d55e084584c,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.metro-property.com/,info@metro-property.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=1b9b8859-0603-4e8c-a407-3d55e084584c,
8060,B,70,San Jose,USA,Metro Property Management,,property_management,"6469 Almaden Expy, San Jose, CA",14083172780,1,,,High,,,,overture:a1934394-2bf0-49c8-bc5b-7e0007c931d4,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.metro-propertymanagement.com/,info@metro-propertymanagement.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=a1934394-2bf0-49c8-bc5b-7e0007c931d4,
8061,B,70,Merrillville,USA,MGM Property Management,,property_management,"295 E 61st Ave, Merrillville, IN",12193815312,1,,,High,,,,overture:b652e2c7-21c0-478c-a57a-1f48f68b2fb4,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.mgmpmi.com/,info@mgmpmi.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=b652e2c7-21c0-478c-a57a-1f48f68b2fb4,
8062,A,88,Άλιμος,Greece,MG Luxury Villas,,lodging,"Εθνάρχου Μακαρίου 2, Άλιμος",302109830153,1,,,High,,,,overture:2b1f5c96-cbc5-4983-b662-113c40f7772d,2026-08-15,New,,https://mgvillasluxury.gr/,info@mgvillasluxury.gr,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=2b1f5c96-cbc5-4983-b662-113c40f7772d,
8063,B,70,Warner Robins,USA,FHG Property Management - FHG Realty Group,,property_management,"2525 Moody Rd, Warner Robins, GA",14789192016,1,,,High,,,,overture:78f3c3d2-b91a-4bed-8d7e-943437e15c87,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.MidGaForRent.com/,fhgpropertymanagement@gmail.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=78f3c3d2-b91a-4bed-8d7e-943437e15c87,
8064,A,91,Castle Douglas,United Kingdom,Midkelton Holiday Rental,,holiday_rental_home,"Midkelton House, Kelton, Castle Douglas, Castle Douglas",447725566379,1,,,High,,,,overture:84e2674f-0135-4ab4-8a96-2694adf00a71,2026-08-15,New,,http://www.midkeltonholidays.com/,midkeltonholidays@gmail.com,,https://www.instagram.com/midkeltonholidays/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=84e2674f-0135-4ab4-8a96-2694adf00a71,
8065,B,70,London,United Kingdom,MIH Property Management,,property_management,"9 St Thomas Street, London, ENG",442036377968,1,,,High,,,,overture:94da38b4-1aa0-49bc-b04d-8bb0d0b4d730,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://mihproperty.co.uk/,info@mihproperty.co.uk,,https://www.instagram.com/mihpropertymanagement/,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=94da38b4-1aa0-49bc-b04d-8bb0d0b4d730,
8066,A,88,Θήρα,Greece,Milestone Villas,,hotel,Θήρα,302286023356,1,,,High,,,,overture:377de9e4-c686-4aef-8dfe-48cd60785285,2026-08-15,New,,http://www.milestonevillas.com/,info@milestonevillas.com,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=377de9e4-c686-4aef-8dfe-48cd60785285,
8067,A,88,Θήρα,Greece,Milos Villas Hotel,,hotel,"Έξω Κατοικίες, Θήρα",302286025511,1,,,High,,,,overture:3f798636-4b2f-418e-acab-abcc1eacf50f,2026-08-15,New,,http://www.milosvillas.gr/,info@milosvillas.gr,,https://www.instagram.com/milosvillashotel_santorini/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=3f798636-4b2f-418e-acab-abcc1eacf50f,
8068,A,88,Λίνδος,Greece,Milos Villas Pefkos Rhodes,,hotel,"Milos villas pefkos, pefkos lindos Rhodes, Λίνδος",306958104760,1,,,High,,,,overture:d82cedb9-c3c5-4484-b7ce-289f888d6791,2026-08-15,New,,http://www.milosvillaspefkos.com/index.php,info@milosvillaspefkos.com,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=d82cedb9-c3c5-4484-b7ce-289f888d6791,
8069,A,88,Γεωργιούπολη,Greece,Minoas Luxury Villas,,hotel,"Kournas Lake, Γεωργιούπολη",302812220065,1,,,High,,,,overture:aa8538b0-1755-4eb9-866e-121d96389777,2026-08-15,New,,http://www.minoasvillas.com/,minoasvillas@yahoo.com,,https://www.instagram.com/hotelpraxis/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=aa8538b0-1755-4eb9-866e-121d96389777,
8070,B,70,Minocqua,USA,Minocqua Winter Park,,ski_resort,"7543 Squirrel Hill Rd, Minocqua, WI",17153563309,1,,,High,,,,overture:d4c80279-aef6-4b2e-858d-4c6b58527757,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.minocquawinterpark.org/,info@minocquawinterpark.org,,https://www.instagram.com/mqawinterpark/,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=d4c80279-aef6-4b2e-858d-4c6b58527757,
8071,A,88,Κοινότητα Μιλάτου,Greece,Minos Imperial Luxury Beach Resort & Spa,,hotel,"Μίλατος Λασιθίου 724 00, Κοινότητα Μιλάτου",302841065000,1,,,High,,,,overture:b00a0125-57aa-4c50-b587-7fe0484e9dce,2026-08-15,New,,http://www.minosimperial.com,sales@minosimperial.com,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=b00a0125-57aa-4c50-b587-7fe0484e9dce,
8072,A,88,Θήρα,Greece,Mirabo Luxury Villas - Santorini,,hotel,"Firostefani Village, Θήρα",302286022387,1,,,High,,,,overture:c6af7264-3774-4e27-817f-90e68817df20,2026-08-15,New,,http://www.mirabo.gr/,info@mirabo.gr,,https://www.instagram.com/mirabo_villas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=c6af7264-3774-4e27-817f-90e68817df20,
8073,A,88,Περιφερειακή Ενότητα Λασιθίου,Greece,MiraView - Villas & Residences,,lodging,Περιφερειακή Ενότητα Λασιθίου,306976433949,1,,,High,,,,overture:8a9e99c8-a5ad-478a-942a-95d8b43bb8b1,2026-08-15,New,,https://www.miraviewvillas.com/,info@miraviewvillas.com,,https://www.instagram.com/miraviewvillas/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=8a9e99c8-a5ad-478a-942a-95d8b43bb8b1,
8074,B,70,Fayetteville,USA,Mission Rentals Property Management,,real_estate_service,"201 N Reilly Rd, Fayetteville, NC",19108494589,1,,,High,,,,overture:8721544b-9e1b-47ac-a3e5-75e77c24251b,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://MissionRentalsNC.com/,faircloth769@gmail.com,,,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=8721544b-9e1b-47ac-a3e5-75e77c24251b,
8075,A,88,Chaniá,Greece,Mitos Villas Chania,,resort,"Pyrgos Psilonerou, Chaniá",306975500864,1,,,High,,,,overture:11247a89-2511-40c3-9f9f-01158ffb2501,2026-08-15,New,,http://mitosvillas.com/,mitosvillas@gmail.com,,https://www.instagram.com/mitosvillas.chania/,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=11247a89-2511-40c3-9f9f-01158ffb2501,
8076,A,88,Χερσόνησος,Greece,Canvas by Mitsis Cretan Village,,resort,"Anissaras, Χερσόνησος",302897027600,1,,,High,,,,overture:dbf67848-34c5-4478-bba2-12dc6c260951,2026-08-15,New,,https://www.mitsis.com/en/hotels/cretan-village,cretanvillage.res@mitsis.com,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=dbf67848-34c5-4478-bba2-12dc6c260951,
8077,A,88,Bodrum,Greece,Mivara Luxury Resort & SPA,,hotel,"Küçükbük Mah, Bodrum, Muğla",02523113434,1,,,High,,,,overture:621a38f0-8b91-4a3b-a3f6-6f2258174b9e,2026-08-15,New,,http://www.mivara.com,reservation@mivara.com,,,,,,,,,,High,Verified,https://explore.overturemaps.org/#id=621a38f0-8b91-4a3b-a3f6-6f2258174b9e,
8078,B,70,Cedar Rapids,USA,Mix Property Management,,property_management,"333 1st St SE, Cedar Rapids, IA",13197779259,1,,,High,,,,overture:9a196ec6-185e-4d83-b7ee-7c3d3dfd24ed,2026-08-15,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.mixpropertymanagement.com/,info@mixpropertymanagement.com,,https://www.instagram.com/mixpropertymanagement/,,,,,,,,Medium,Recall-first,https://explore.overturemaps.org/#id=9a196ec6-185e-4d83-b7ee-7c3d3dfd24ed,
