c5fbd62b-8892-4ee6-88df-c4a4dfb0f277	delta-github-run-31864981463-002.jsonl	budor hytteutleie vacation rentals	Løten	Norway	budor-hytteutleie.no	4795099676
945704d9-6fa9-421a-be4d-32770c9bd4df	delta-github-run-31864981463-002.jsonl	budor skitrekk	Løten	Norway	budor.no	4762414020
dadd6199-d520-4b7a-af61-9ec8b1717691	delta-github-run-31864981463-002.jsonl	vakantie villa fore	Appelscha	Netherlands	buitenplaatsdehildenberg.nl	31713617095
d8585f6e-0a68-4ce9-acd6-5bbc4c7bd23b	delta-github-run-31864981463-002.jsonl	burgher chapel holiday lets	Cupar	United Kingdom	burgherchapel.com	447813023607
19696d80-c71f-4a4a-8b1a-f621126fd486	delta-github-run-31864981463-002.jsonl	bydalens w rdshus ab	Hallen	Sweden	bydalen.com	4664332011
29d8460b-4f67-41e0-b9d2-4c8f1e66e084	delta-github-run-31864981463-002.jsonl	bydalens fj llanl ggningar	Hallen	Sweden	bydalensfjallby.se	4664332011
a7497eaa-c0cb-4386-8a7d-9039086db651	delta-github-run-31864981463-002.jsonl	bydalsfj llen	Hallen	Sweden	bydalsfjallen.se	4664320000
ed837c27-8ce8-4f69-8e69-dbfc6d9c9e02	delta-github-run-31864981463-002.jsonl	bygdsiljumsbacken	Bygdsiljum	Sweden	bygdsiljumsbacken.se	4691420138
fece5d54-7ff8-49f6-ac8c-5c5567f5ef8d	delta-github-run-31864981463-002.jsonl	carman hill house self catering accommodation	Renton	United Kingdom	carmanhillhouse.co.uk	441389499007
b19ae104-c829-4bc3-905c-d169db8b257d	delta-github-run-31864981463-002.jsonl	carmichael farm escapes luxury self catering holidays	Dundee	United Kingdom	carmichaelfarmescapes.co.uk	
b6c8cebb-2a7e-474a-8467-ff334c6a6940	delta-github-run-31864981463-002.jsonl	carraw farm self catering accommodation	Northumberland	United Kingdom	carraw.co.uk	441434689857
a553bcc0-ddf0-476b-9290-387dd2818f81	delta-github-run-31864981463-002.jsonl	castlehill apartments	Innerleithen	United Kingdom	castlehillstables.com	447841657816
de6166d3-658a-44ef-9235-12a681a8e8d4	delta-github-run-31864981463-002.jsonl	castletoun luxury holiday cottages	Duns	United Kingdom	castletoun.co.uk	441361810547
083ffb50-dd7d-45d2-85f9-e74183866dbf	delta-github-run-31864981463-002.jsonl	chaletverhuur drenthe	Papenvoort	Netherlands	chaletverhuur-drenthe.nl	31627515535
eb9d9aad-63d9-458b-a93d-621234e0cd2f	delta-github-run-31864981463-002.jsonl	chesterhill old farm 4 star gold holiday cottages	Swarland	United Kingdom	chesterhilloldfarm.co.uk	447960408244
443b2db5-e5e4-4292-a7b0-869b62084030	delta-github-run-31864981463-002.jsonl	chesterstone holiday cottages	Leven	United Kingdom	chesterstonefarm.co.uk	441333360259
6b5c5d57-b2e0-43e4-af8e-82366ec1db4b	delta-github-run-31864981463-002.jsonl	cheviot holiday cottages	Alnwick	United Kingdom	cheviotholidaycottages.co.uk	441665578236
c57cefdb-746e-4189-85b3-0394c896563f	delta-github-run-31864981463-002.jsonl	city retreat edinburgh	Edinburgh	United Kingdom	cityretreatedinburgh.com	447713434121
0b6e36bc-1ed8-4934-b725-d023bc5e5e34	delta-github-run-31864981463-002.jsonl	cja property management gmbh	Frankfurt am Main	Germany	cja-pm.de	496924404245
b73b000a-fec4-49bf-8b37-2c0cd9191620	delta-github-run-31864981463-002.jsonl	glen clova hotel luxury lodges	Angus	United Kingdom	clova.com	441575550350
ad50fe4e-23d4-40d4-82e2-5f04c9fa4243	delta-github-run-31864981463-002.jsonl	club de ski val de wanne	Trois Ponts	Belgium	clubdeskivaldewanne.be	3280863121
84b6b422-9536-4e69-a6a8-c5a69519082e	delta-github-run-31864981463-002.jsonl	cooperhouse orkney self catering cottage	Birsay	United Kingdom	cooperhouseorkney.co.uk	
aea9cfe8-a85e-427f-b0fa-9b64260dd3ea	delta-github-run-31864981463-002.jsonl	corner retreat holiday let seahouses	Seahouses	United Kingdom	cornerretreatholidayletseahouses.co.uk	447734348043
dcb02a98-4ee1-44a2-9027-5f9cc710738f	delta-github-run-31864981463-002.jsonl	cosaig self catering	Innerleithen	United Kingdom	cosaigselfcatering.co.uk	447881711226
60e2d76a-8126-46a0-88bc-3f915c179162	delta-github-run-31864981463-002.jsonl	erskine bridge hotel	Glasgow	United Kingdom	cosmopolitan-hotels.com	441418120123
002046e9-80c4-41d0-8ea2-583599ca9164	delta-github-run-31864981463-002.jsonl	craigengillan holiday cottages forget me not and find me out	Dalmellington	United Kingdom	craigengillan.com	441292551818
1707f1ab-5516-4adc-adba-1a0aca1af883	delta-github-run-31864981463-002.jsonl	craig lora self catering cottage	Dalmally	United Kingdom	craiglora.com	
1eacbce4-612d-4eeb-ae66-90d31323aeaa	delta-github-run-31864981463-002.jsonl	crosswoodhill farm holiday cottages near edinburgh	West Calder	United Kingdom	crosswoodhill.co.uk	441501785205
53003cb6-150b-435e-8ed3-9d1ef8dcc6a1	delta-github-run-31864981463-002.jsonl	culloden self catering broombank	Inverness	United Kingdom	cullodenselfcatering.co.uk	447767347836
488d4e7c-9ce7-43fb-a900-3d9da151839f	delta-github-run-31864981463-002.jsonl	dalah stens skidcenter	Avesta	Sweden	dalahastenssc.se	
55e8a9bc-da34-426a-baa2-9ebcb6d494c1	delta-github-run-31864981463-002.jsonl	dalriada luxury lodges	Stonehaven	United Kingdom	dalriadalodges.com	441569769189
45f1e3c9-412a-4698-8ce8-c69e203227b8	delta-github-run-31864981463-002.jsonl	dalvey holiday cottages	Forres	United Kingdom	dalveyholidaycottages.co.uk	441309673940
8ca5d338-37f9-43dc-99f6-c08d6bde6c23	delta-github-run-31864981463-002.jsonl	darwin cottage self catering elgin	Elgin	United Kingdom	darwincottage.net	447974940909
23bcf072-3f9a-4a6f-98a6-04d6fb585463	delta-github-run-31864981463-002.jsonl	deeside holiday cottages	Aberdeenshire	United Kingdom	deesideholidaycottages.co.uk	447717741806
b847f451-4a9a-4810-b178-596aebd1d6ae	delta-github-run-31864981463-002.jsonl	de schans	Uden	Netherlands	deschans.nl	31413267176
84c75240-394c-44b4-9bed-e415d61a7fcf	delta-github-run-31864981463-002.jsonl	design hotel euskirchen	Euskirchen	Germany	design-hotel-euskirchen.de	4922513311
0277837b-12fb-42ef-9e88-d3453fdf2dd5	delta-github-run-31864981463-002.jsonl	highland holiday let dingwall	Dingwall	United Kingdom	dingwallaccommodation.co.uk	447596934232
3537653a-c893-4676-bf0d-22f6b9136422	delta-github-run-31864981463-002.jsonl	berryrigg holiday cottage	Dumfries	United Kingdom	discoverscotland.net	447751282424
4297e6da-e5e4-4db5-82ca-b9c474ff5e33	delta-github-run-31864981463-002.jsonl	doonbank cottage s bothy self catering accommodation	Ayr	United Kingdom	doonbankcottage.co.uk	441292441825
2a0c0768-54c7-4c99-916f-e4be574313f1	delta-github-run-31864981463-002.jsonl	dreiherrenm hle vacation home	Zell (Mosel)	Germany	dreiherrenmuehle.com	17073632464
83474691-6be9-4d96-ae5b-9738c4ce88f4	delta-github-run-31864981463-002.jsonl	dundret g llivare fj llanl ggning	Gällivare	Sweden	dundretgallivare.se	46970522800
c2141944-8347-45d3-ba29-5e1533a2f7d8	delta-github-run-31864981463-002.jsonl	dundret runt	Gällivare	Sweden	dundretrunt.com	46761450039
b86ded3c-143d-4a78-bcad-7bb5f82a491d	delta-github-run-31864981463-002.jsonl	inchmagrannachan farm holiday cottages	Dunkeld	United Kingdom	dunkeldholidaycottages.co.uk	441350727701
3a3b14e7-9081-47d4-961a-2d0b4dd0ba28	delta-github-run-31864981463-003.jsonl	easter corrie self catering in the cairngorms	Ballindalloch	United Kingdom	eastercorrie.com	441807590883
79c49f08-e855-4850-bfa0-1fd4692a422f	delta-github-run-31864981463-003.jsonl	easter dalziel farm self catering cottages	Inverness	United Kingdom	easterdalzielfarm.co.uk	441667462213
d9c002ed-3857-47c0-9fdd-e6890ad0b290	delta-github-run-31864981463-003.jsonl	easter glentore farm acorn cottage self catering	Airdrie	United Kingdom	easterglentorefarm.com	447708101765
04dda353-cbd2-4010-a1dc-7bab22eeb369	delta-github-run-31864981463-003.jsonl	east farm luxury glamping	Whittington	United Kingdom	eastfarmglamping.co.uk	441917166371
c8d46cc1-8460-4875-976d-ffc5284184f7	delta-github-run-31864981463-003.jsonl	st margaret s cottage edinburgh scotland self catering	Edinburgh	United Kingdom	edinburgh-selfcateringcottage.co.uk	447900605674
7dda7683-cfbd-42aa-913c-b771a3f0ff38	delta-github-run-31864981463-003.jsonl	edinburgh self catering apartment	Edinburgh	United Kingdom	edinburghlets.org	447939523580
2f53199e-989a-45b1-9dab-4d87acb701ef	delta-github-run-31864981463-003.jsonl	eds sdalen	Undersåker	Sweden	edsasdalen.se	4664733200
683390d4-f9b1-48dd-abcd-b8ad10902fb7	delta-github-run-31864981463-003.jsonl	edsbybacken	Edsbyn	Sweden	edsbybacken.se	46722487315
7482c265-4e06-4536-975e-30a5f9b7fcf4	delta-github-run-31864981463-003.jsonl	eikerapen alpinsenter	Fossdal	Norway	eikerapen.info	4790091948
f43b4ace-7ecb-47c9-9473-49ae8f738260	delta-github-run-31864981463-003.jsonl	eildon melrose holiday cottages log cabins	Melrose	United Kingdom	eildonmelrose.co.uk	441896823258
fffc5de7-b584-4af7-8e8c-7b986bf4ef39	delta-github-run-31864981463-003.jsonl	er maan el myskeskus ski center vuorenmaa	Soini	Finland	elamyskeskus.fi	358449713368
e63485d2-1cd3-4315-adf6-56ab6c292b9b	delta-github-run-31864981463-003.jsonl	ellivuori ski center	Sastamala	Finland	ellivuori.fi	358108395411
5f956ac6-b898-4af1-9f0e-defec8cd677c	delta-github-run-31864981463-003.jsonl	e las highland holiday cottages	Beauly	United Kingdom	eolasholidaycottages.scot	447947315839
c90ff929-9f5c-458b-892e-04c9cea6d926	delta-github-run-31864981463-003.jsonl	eschenberglifte ski und rodelgebiet	Winterberg	Germany	eschenberglifte.de	492985908038
20d9074f-1b05-4fad-9d0c-c2418e5fe399	delta-github-run-31864981463-003.jsonl	estate of mind a remarkable holiday home	Sint Truiden	Belgium	estate-of-mind.be	32494178361
e258ed93-362b-49d2-a8b7-aaee1b084725	delta-github-run-31864981463-003.jsonl	fagerfjell skisenter	Flesberg	Norway	fagerfjell.no	4793028051
8455fc28-b224-41fa-a356-abd0b7fa009c	delta-github-run-31864981463-003.jsonl	fan skiklub	Fanø	Denmark	fanoskiklub.dk	
2406a10f-8024-4649-ab97-0a0a34417856	delta-github-run-31864981463-003.jsonl	fidjeland skitrekk	Tjørhom	Norway	fidjeland.com	4738371160
41f0bee8-61be-4ab9-bafd-b13c5cffb495	delta-github-run-31864981463-003.jsonl	fife holiday lettings	Anstruther	United Kingdom	fifeholidaylettings.com	447872060049
