8575,B,70,Rochester,USA,Rochester Property Management Group,,property_management,"411 Woodward Ave, Rochester, MI",+12486508983,1,,,High,,,,overture:92c0e52c-757c-473d-af16-c538a24f5f03,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://RochesterPMG.com/,support@rochesterpmg.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=92c0e52c-757c-473d-af16-c538a24f5f03,,domain:rochesterpmg.com,12486508983,rochesterpmg.com,rochester property management group,Rochester,USA,Rochester Property Management Group,8575
8576,B,70,Janesville,USA,Rocket Realty and Property Management,,property_management,"1360 Excalibur Dr, Janesville, WI",+19203978200,1,,,High,,,,overture:7226af8e-ba79-4a76-a99f-7c6f622b9916,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.rocketpropertyinvestments.com/,luther@rocketpropertyinvestments.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=7226af8e-ba79-4a76-a99f-7c6f622b9916,,domain:rocketpropertyinvestments.com,19203978200,rocketpropertyinvestments.com,rocket realty and property management,Janesville,USA,Rocket Realty and Property Management,8576
8577,A,88,Θήρα,Greece,Rock Villas & Rock Dandy Chalets,,hotel,"Santorini | Arachova - Delphi | Kaimaktsalan, Θήρα",+306937277277,1,,,High,,,,overture:fbed58a8-67ad-48ad-accd-f45c6240c0a2,46249,New,,http://www.rockvillas.gr/,welcome@rockvillas.gr,,https://www.instagram.com/rockvillas.rockdandy/,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=fbed58a8-67ad-48ad-accd-f45c6240c0a2,,domain:rockvillas.gr,306937277277,rockvillas.gr,rock villas rock dandy chalets,Θήρα,Greece,Rock Villas & Rock Dandy Chalets,8577
8578,B,70,Bountiful,USA,Rockwell Property Management Inc.,,property_management,"513 W 2600 S, Bountiful, UT",+18016771890,1,,,High,,,,overture:d7c7a563-cbc9-4d58-a0eb-3cc349aecbc7,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.rockwellpm.com/,leasing@rockwellpm.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=d7c7a563-cbc9-4d58-a0eb-3cc349aecbc7,,domain:rockwellpm.com,18016771890,rockwellpm.com,rockwell property management inc,Bountiful,USA,Rockwell Property Management Inc.,8578
8579,A,91,Lake City,USA,Rocky Top Vacation Home Rentals,,cabin,"1415 N State Highway 149, Lake City, CO",+19709442780,1,,,High,,,,overture:c538b9b7-79f6-4d4e-81d5-4880b26f0e1f,46249,New,,http://www.rockytopvacationhomerentals.com/,rockytoplakecity@gmail.com,,,,,,,,,Email,Medium,Verified,https://explore.overturemaps.org/#id=c538b9b7-79f6-4d4e-81d5-4880b26f0e1f,,domain:rockytopvacationhomerentals.com,19709442780,rockytopvacationhomerentals.com,rocky top vacation home rentals,Lake City,USA,Rocky Top Vacation Home Rentals,8579
8580,A,88,Κολυμβάρι,Greece,Rodanthi Villas,,hotel,"Darmarohori, Κολυμβάρι",+306907257615,1,,,High,,,,overture:d13f650f-b07c-4243-bd3c-6bc1ae8be875,46249,New,,http://www.rodanthivillas.gr/,info@rodanthivillas.gr,,,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=d13f650f-b07c-4243-bd3c-6bc1ae8be875,,domain:rodanthivillas.gr,306907257615,rodanthivillas.gr,rodanthi villas,Κολυμβάρι,Greece,Rodanthi Villas,8580
8581,A,88,Heraklion,Greece,Rogdia Luxury Villas in Crete,,hotel,"Village Rogdia, Heraklion",+306936805714,1,,,High,,,,overture:d89a3699-66be-43ea-94fa-5756e6e4a07e,46249,New,,http://www.rogdiavilla.com/,rogdialuxuryvillas@gmail.com,,https://www.instagram.com/rogdiavillascrete/,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=d89a3699-66be-43ea-94fa-5756e6e4a07e,,domain:rogdiavilla.com,306936805714,rogdiavilla.com,rogdia luxury villas in crete,Heraklion,Greece,Rogdia Luxury Villas in Crete,8581
8582,B,70,Creedmoor,USA,Rogers Property Management,,property_management,"602 N Durham Ave, Creedmoor, NC",+19195292965,1,,,High,,,,overture:02804176-e920-49d5-aa07-d52781212aef,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://rogerspm-nc.com/,info@rogerspm-nc.com,,https://www.instagram.com/rogerspropertymanagement/,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=02804176-e920-49d5-aa07-d52781212aef,,domain:rogerspm-nc.com,19195292965,rogerspm-nc.com,rogers property management,Creedmoor,USA,Rogers Property Management,8582
8583,B,70,Bath,United Kingdom,Roman City Property Management Ltd,,property_management,"24 Claverton Buildings, Bath, ENG",+441225332030,1,,,High,,,,overture:2b1e8ca6-6608-467f-a088-c269fbc9d1c5,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.romancity.co.uk/,office@romancity.co.uk,,https://www.instagram.com/romancityproperty/,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=2b1e8ca6-6608-467f-a088-c269fbc9d1c5,,domain:romancity.co.uk,441225332030,romancity.co.uk,roman city property management ltd,Bath,United Kingdom,Roman City Property Management Ltd,8583
8584,A,88,Χερσόνησος,Greece,Romantica Beach Villas,,hotel,Χερσόνησος,+306936880578,1,,,High,,,,overture:bebaacfb-86a3-479f-a0bf-c94308cec6fe,46249,New,,http://www.romantica.gr/,guest@romantica.gr,,,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=bebaacfb-86a3-479f-a0bf-c94308cec6fe,,domain:romantica.gr,306936880578,romantica.gr,romantica beach villas,Χερσόνησος,Greece,Romantica Beach Villas,8584
8585,A,88,Εσπέριοι,Greece,Romanza Villas,,hotel,"San Stefanos, Εσπέριοι",+306988713292,1,,,High,,,,overture:8c958c64-d914-45ea-82ad-236b8617609d,46249,New,,http://romanzavillas.com/,info@romanzavillas.com,,,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=8c958c64-d914-45ea-82ad-236b8617609d,,domain:romanzavillas.com,306988713292,romanzavillas.com,romanza villas,Εσπέριοι,Greece,Romanza Villas,8585
8586,A,88,Δημοτική Ενότητα Σητείας,Greece,Romanza Villas,,hotel,Δημοτική Ενότητα Σητείας,+302843023314,1,,,High,,,,overture:b867bdaa-cd0a-473f-8cf8-cd00d1911ad1,46249,New,,http://www.romanzavillas.gr/,romanzaviilas@hotmail.com,,,,,,,,,Email,Medium,Verified,https://explore.overturemaps.org/#id=b867bdaa-cd0a-473f-8cf8-cd00d1911ad1,,domain:romanzavillas.gr,302843023314,romanzavillas.gr,romanza villas,Δημοτική Ενότητα Σητείας,Greece,Romanza Villas,8586
8587,B,70,Millcreek,USA,"Romsett Property Management, LLC",,property_management,"2120 E Greenbriar Way, Millcreek, UT",+18012148488,1,,,High,,,,overture:e018d3c9-2391-4091-b445-61b0e68bd7a9,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.romsett.com/,dustin@romsett.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=e018d3c9-2391-4091-b445-61b0e68bd7a9,,domain:romsett.com,18012148488,romsett.com,romsett property management llc,Millcreek,USA,"Romsett Property Management, LLC",8587
8588,A,91,Phoenix,USA,Roosevelt Row Vacation Rentals,,holiday_rental_home,"712 E Pierce St, Phoenix, AZ",+16028550828,1,,,High,,,,overture:e5071019-45bf-4f0c-8f0a-af07d46ceebc,46249,New,,https://rooseveltrowvacationrentals.com/,tericlsfitness@gmail.com,,https://www.instagram.com/rooseveltrowvacationrentals/,,,,,,,Email,Medium,Verified,https://explore.overturemaps.org/#id=e5071019-45bf-4f0c-8f0a-af07d46ceebc,,domain:rooseveltrowvacationrentals.com,16028550828,rooseveltrowvacationrentals.com,roosevelt row vacation rentals,Phoenix,USA,Roosevelt Row Vacation Rentals,8588
8589,B,70,Munster,USA,Rose Real Estate Inc,,property_management,"1846 45th St, Munster, IN",+12198362400,1,,,High,,,,overture:616bb1c5-bda0-40b7-a3d7-323414a54b6a,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.rose-re.com/,info@rose-re.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=616bb1c5-bda0-40b7-a3d7-323414a54b6a,,domain:rose-re.com,12198362400,rose-re.com,rose real estate inc,Munster,USA,Rose Real Estate Inc,8589
8590,A,91,St Ives,United Kingdom,"Rose Cottage Holiday Home, Lelant St Ives",,cottage,"Lelant, St Ives, ENG",,1,,,High,,,,overture:2fb5c41d-6f41-4b61-826b-e94334cc9212,46249,New,,https://www.rosecottagestives.co.uk/,rosecottstives@outlook.com,,,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=2fb5c41d-6f41-4b61-826b-e94334cc9212,,domain:rosecottagestives.co.uk,,rosecottagestives.co.uk,rose cottage holiday home lelant st ives,St Ives,United Kingdom,"Rose Cottage Holiday Home, Lelant St Ives",8590
8591,A,88,Ρέθυμνο,Greece,Villa Artemis / Rose Villas,,hotel,", Astéri, Rethimni, Greece, 74100, Ρέθυμνο",+306982870439,1,,,High,,,,overture:e3f5943a-d113-4d41-9f5d-9e770c31e8be,46249,New,,http://www.rosevillas.gr/,rosevillasgr@gmail.com,,https://www.instagram.com/rose_villas_in_asteri/,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=e3f5943a-d113-4d41-9f5d-9e770c31e8be,,domain:rosevillas.gr,306982870439,rosevillas.gr,villa artemis rose villas,Ρέθυμνο,Greece,Villa Artemis / Rose Villas,8591
8592,A,88,Δήμος Ρεθύμνης,Greece,Roupes Villas,,hotel,"Epar.Od. Viran Episkopis-Monis Arkadiou, Δήμος Ρεθύμνης",+306983638482,1,,,High,,,,overture:34f75a3c-1e76-46e4-a41f-8657758b9dc6,46249,New,,http://roupesvillas.gr/,info@roupesvillas.gr,,,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=34f75a3c-1e76-46e4-a41f-8657758b9dc6,,domain:roupesvillas.gr,306983638482,roupesvillas.gr,roupes villas,Δήμος Ρεθύμνης,Greece,Roupes Villas,8592
8593,A,88,Murrells Inlet,USA,Oceanfront Condo 1506 at Royal Garden Resort,,hotel,"1210 N Waccamaw Dr, Murrells Inlet, SC",+18004464010,1,,,High,,,,overture:cb2205e1-6cbe-4f10-a33e-31111e47a519,46249,New,,https://www.royalgardenresort.com/rentals/royal-garden-resort-1506,sheliatrull@gmail.com,,,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=cb2205e1-6cbe-4f10-a33e-31111e47a519,,domain:royalgardenresort.com,18004464010,royalgardenresort.com,oceanfront condo 1506 at royal garden resort,Murrells Inlet,USA,Oceanfront Condo 1506 at Royal Garden Resort,8593
8594,B,70,Williamston,USA,Renaissance Property Management,,property_management,"170 E Grand River Ave, Williamston, MI",+15173497355,1,,,High,,,,overture:7e128af9-7c74-4639-a7f6-3648cfc646c6,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.rpm4rent.com/,rpm@rpm4rent.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=7e128af9-7c74-4639-a7f6-3648cfc646c6,,domain:rpm4rent.com,15173497355,rpm4rent.com,renaissance property management,Williamston,USA,Renaissance Property Management,8594
8595,B,70,Albuquerque,USA,Real Property Management Albuquerque,,property_management,"306 Isleta Blvd SW, Albuquerque, NM",+15058318700,1,,,High,,,,overture:0e8620b8-d271-4fe1-8e16-8df71ecbeb68,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmabq.com/?cid=LSTL_RPM000183,support@rpmabq.com,,https://www.instagram.com/rpm_abq/,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=0e8620b8-d271-4fe1-8e16-8df71ecbeb68,,domain:rpmabq.com,15058318700,rpmabq.com,real property management albuquerque,Albuquerque,USA,Real Property Management Albuquerque,8595
8596,B,70,McDonough,USA,Real Property Management Anchor,,real_estate_agent,"200 Turner St, McDonough, GA",(770) 506-1237,1,,,High,,,,overture:91f5790a-7a6f-45c8-9858-b0439fc0f8ae,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmanchor.com,walt.holzman@rpmanchor.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=91f5790a-7a6f-45c8-9858-b0439fc0f8ae,,domain:rpmanchor.com,7705061237,rpmanchor.com,real property management anchor,McDonough,USA,Real Property Management Anchor,8596
8597,B,70,Providence,USA,Real Property Management Cache Valley,,property_management,"221 N Gateway Dr, Providence, UT",+14357535200,1,,,High,,,,overture:ef38acc3-8150-40c9-aeea-2df6a31d59bd,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmcachevalley.com/?cid=LSTL_RPM000183,info@rpmcachevalley.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=ef38acc3-8150-40c9-aeea-2df6a31d59bd,,domain:rpmcachevalley.com,14357535200,rpmcachevalley.com,real property management cache valley,Providence,USA,Real Property Management Cache Valley,8597
8598,B,70,Modesto,USA,RPM Central Valley,,property_management,"717 16th St, Modesto, CA",+12095722222,1,,,High,,,,overture:6a484c37-4e38-4883-b503-55a5c7e8fa74,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmcentralvalley.com/,info@rpmcentralvalley.com,,https://www.instagram.com/valleywide_pm/,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=6a484c37-4e38-4883-b503-55a5c7e8fa74,,domain:rpmcentralvalley.com,12095722222,rpmcentralvalley.com,rpm central valley,Modesto,USA,RPM Central Valley,8598
8599,B,70,Reno,USA,Real Property Management Corazon,,property_management,"1875 Plumas St, Reno, NV",+17758261414,1,,,High,,,,overture:37e78123-9d37-497d-8218-ac26a6620314,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmcorazon.com/?cid=LSTL_RPM000183,kris@rpmcorazon.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=37e78123-9d37-497d-8218-ac26a6620314,,domain:rpmcorazon.com,17758261414,rpmcorazon.com,real property management corazon,Reno,USA,Real Property Management Corazon,8599
8600,A,91,Περιφέρεια Ιονίων Νήσων,Greece,Rental Property Management Corfu,,holiday_rental_home,"RPM corfu, Περιφέρεια Ιονίων Νήσων",+306906469249,1,,,High,,,,overture:42b8dcf8-a60c-4717-95fd-0cc62d908cbb,46249,New,,https://www.rpmcorfu.com/,info@rpmcorfu.com,,,,,,,,,Email,High,Verified,https://explore.overturemaps.org/#id=42b8dcf8-a60c-4717-95fd-0cc62d908cbb,,domain:rpmcorfu.com,306906469249,rpmcorfu.com,rental property management corfu,Περιφέρεια Ιονίων Νήσων,Greece,Rental Property Management Corfu,8600
8601,B,70,Lombard,USA,Real Property Management Dupage Preferred,,property_management,"450 E 22nd St, Lombard, IL",+16304272200,1,,,High,,,,overture:a4469e6b-89bd-4db7-92e1-264428a94a0c,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmdupage.com/?cid=LSTL_RPM000183,info@rpmdupage.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=a4469e6b-89bd-4db7-92e1-264428a94a0c,,domain:rpmdupage.com,16304272200,rpmdupage.com,real property management dupage preferred,Lombard,USA,Real Property Management Dupage Preferred,8601
8602,B,70,Marietta,USA,Real Property Management,,property_management,"3535 Roswell Rd, Marietta, GA",+17706225657,1,,,High,,,,overture:ea7eaf96-f017-46a4-ad2b-3318c59831ae,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmeastcobb.com/?cid=LSTL_RPM000183,tcollins@rpmeastcobb.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=ea7eaf96-f017-46a4-ad2b-3318c59831ae,,domain:rpmeastcobb.com,17706225657,rpmeastcobb.com,real property management,Marietta,USA,Real Property Management,8602
8603,B,70,Sugar Hill,USA,Real Property Management Executives Greater Atlanta,,property_management,"1400 Buford Hwy, Sugar Hill, GA",+16787658383,1,,,High,,,,overture:5bad9860-9f25-4948-abed-b0278dea931b,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmgreateratlanta.com/?cid=LSTL_RPM000183,bhunter@rpmgreateratlanta.com,,https://www.instagram.com/rpmgreateratlanta/,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=5bad9860-9f25-4948-abed-b0278dea931b,,domain:rpmgreateratlanta.com,16787658383,rpmgreateratlanta.com,real property management executives greater atlanta,Sugar Hill,USA,Real Property Management Executives Greater Atlanta,8603
8604,B,70,Madison,USA,Real Property Management Greater Madison Metro,,property_management,"6441 Enterprise Ln, Madison, WI",+16083101290,1,,,High,,,,overture:b559c30f-2054-4d59-9d80-3d85261a6054,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmgreatermadison.com/?cid=LSTL_RPM000183,info@rpmgreatermadison.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=b559c30f-2054-4d59-9d80-3d85261a6054,,domain:rpmgreatermadison.com,16083101290,rpmgreatermadison.com,real property management greater madison metro,Madison,USA,Real Property Management Greater Madison Metro,8604
8605,B,70,Waukesha,USA,Real Property Management Greater Milwaukee Suburbs,,property_management,"401 W Main St, Waukesha, WI",+12623096961,1,,,High,,,,overture:9d3a2518-6e2a-4dd3-97d6-927c871d922e,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmgreatermilwaukee.com/?cid=LSTL_RPM000183,info@rpmgreatermilwaukee.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=9d3a2518-6e2a-4dd3-97d6-927c871d922e,,domain:rpmgreatermilwaukee.com,12623096961,rpmgreatermilwaukee.com,real property management greater milwaukee suburbs,Waukesha,USA,Real Property Management Greater Milwaukee Suburbs,8605
8606,B,70,Lawrenceville,USA,Real Property Management of Greater Gwinnett,,property_management,"440 S Perry St, Lawrenceville, GA",+16788357255,1,,,High,,,,overture:2aa93d91-696b-4f1c-bd8b-1886f63f34ac,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmgwinnett.com/?cid=LSTL_RPM000183,info@rpmgwinnett.com,,https://www.instagram.com/rpmgreatergwinnett/,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=2aa93d91-696b-4f1c-bd8b-1886f63f34ac,,domain:rpmgwinnett.com,16788357255,rpmgwinnett.com,real property management of greater gwinnett,Lawrenceville,USA,Real Property Management of Greater Gwinnett,8606
8607,B,70,Detroit,USA,Real Property Management Main,,property_management,"453 Forest Ave W, Detroit, MI",+12489051246,1,,,High,,,,overture:1cb61235-0dcc-47e6-a640-5e33d5135da9,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmmain.com/?cid=LSTL_RPM000183,leasing@rpmmain.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=1cb61235-0dcc-47e6-a640-5e33d5135da9,,domain:rpmmain.com,12489051246,rpmmain.com,real property management main,Detroit,USA,Real Property Management Main,8607
8608,B,70,Atlanta,USA,Real Property Management Metro Atlanta,,property_management,"2033 Hosea L Williams Dr SE, Atlanta, GA",+16788093477,1,,,High,,,,overture:b5753fc4-aa42-40b7-8ea7-f85ad63c2871,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.rpmmetroatl.com/,info@rpmmetroatl.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=b5753fc4-aa42-40b7-8ea7-f85ad63c2871,,domain:rpmmetroatl.com,16788093477,rpmmetroatl.com,real property management metro atlanta,Atlanta,USA,Real Property Management Metro Atlanta,8608
8609,B,70,Columbia,USA,Real Property Management Midlands,,property_management,"24 Office Park Ct, Columbia, SC",+18034038838,1,,,High,,,,overture:47a08854-4dd5-40a8-ae3b-7dd550c1e8e2,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmmidlands.com/?cid=LSTL_RPM000183,office@rpmmidlands.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=47a08854-4dd5-40a8-ae3b-7dd550c1e8e2,,domain:rpmmidlands.com,18034038838,rpmmidlands.com,real property management midlands,Columbia,USA,Real Property Management Midlands,8609
8610,B,70,Oakland,USA,Real Property Management Pacific,,property_management,"3911 Harrison St, Oakland, CA",+15109004544,1,,,High,,,,overture:7b12b23d-99ce-4b8d-aee1-d853ff40fe33,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,http://www.rpmpacific.com/,info@rpmpacific.com,,,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=7b12b23d-99ce-4b8d-aee1-d853ff40fe33,,domain:rpmpacific.com,15109004544,rpmpacific.com,real property management pacific,Oakland,USA,Real Property Management Pacific,8610
8611,B,70,Limerick,Ireland,Resource Property Management,,real_estate_agent,"Maiden St, Limerick",+3536961451,1,,,High,,,,overture:9ba7c3d9-76ce-41e6-96dc-466cd8c7745f,46249,New,Recall-first: plausible adjacent hospitality/STR buyer retained.,https://www.rpmproperty.ie/,info@rpmproperty.ie,,https://www.instagram.com/rpmproperty.ie/,,,,,,,Email,Medium,Recall-first,https://explore.overturemaps.org/#id=9ba7c3d9-76ce-41e6-96dc-466cd8c7745f,,domain:rpmproperty.ie,3536961451,rpmproperty.ie,resource property management,Limerick,Ireland,Resource Property Management,8611
