queue_file	source	overture_id	country	region	name	category	brand	website	domain	public_email	public_phone	city	state	street	confidence	operator_score	premium_score	fit_tier	source_url	notes	live_status	http_status	final_url	hospitality_hits	identity_hits	email_on_homepage	contact_page	instagram	facebook	whatsapp	portfolio_url	instagram_source_url	live_reason	_sheet_sync_kind
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	e6cea495-fd8d-414a-ad5c-6d1f39231e32	United Kingdom	World-Atlas::western-europe::22-35	Cargurra Farm - Self catering holiday cottages	cabin	Cargurra Farm - Self catering holiday cottages	http://www.cargurra.co.uk	cargurra.co.uk	info@cargurra.co.uk	+441840261206			Hennett St Juliot	0.8410625457763672	87	0	A	https://explore.overturemaps.org/#id=e6cea495-fd8d-414a-ad5c-6d1f39231e32	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://cargurra.co.uk/	2	6	NO		https://www.instagram.com/cargurrafarm/				https://cargurra.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	fd955131-140d-4aac-9fff-a0d9c0c8d89c	United Kingdom	World-Atlas::western-europe::22-35	Carrick Holiday Cottages	holiday_rental_home		http://www.carrickholidaycottages.co.uk/	carrickholidaycottages.co.uk	info@carrickholidaycottages.co.uk	+447779332703	Castle Douglas	SCT	Carrick Shore	0.849744439125061	75	0	A	https://explore.overturemaps.org/#id=fd955131-140d-4aac-9fff-a0d9c0c8d89c	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	https://www.carrickholidaycottages.co.uk/	1	3	NO		https://www.instagram.com/carrickholidaycottages/				https://www.carrickholidaycottages.co.uk/	CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	f06e2c6a-5c04-478f-adfc-f84f76b1bbef	United Kingdom	World-Atlas::western-europe::22-35	Cartole Holiday Cottages near Looe	hotel	Cartole Holiday Cottages near Looe	http://www.cartole.co.uk/	cartole.co.uk	info@cartole.co.uk	+441503220956	Looe	ENG	Cartole Cottages	0.9738878011703491	75	10	A	https://explore.overturemaps.org/#id=f06e2c6a-5c04-478f-adfc-f84f76b1bbef	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.cartole.co.uk/	3	5	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	509d5e6c-c97e-4455-997e-e06aa0018323	Germany	World-Atlas::western-europe::22-38	Casa Con Property Management GmbH	real_estate_service	Casacon	http://casacon.eu/	casacon.eu	info@casacon.eu	+4934169769710	Leipzig		Ferdinand-Lassalle-Straße 6	0.7162510752677917	75	12	A	https://explore.overturemaps.org/#id=509d5e6c-c97e-4455-997e-e06aa0018323	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://casacon.eu/	0	2	YES							PLAUSIBLE_PROPERTY_MANAGER_NO_EXPLICIT_STR_PROOF	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	9d4db7ed-6735-4748-90b9-60802d7feb2a	United Kingdom	World-Atlas::western-europe::22-35	Castellmarch Holiday Cottages & Caravan Park Abersoch	cottage	Castellmarch	http://www.castellmarch.co.uk/	castellmarch.co.uk	helen@castellmarch.co.uk	+441758712242	Pwllheli	WLS	Castellmarch Caravan Park	0.9750800728797913	75	0	A	https://explore.overturemaps.org/#id=9d4db7ed-6735-4748-90b9-60802d7feb2a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.castellmarch.co.uk/	3	6	YES		https://www.instagram.com/castellmarch.abersoch/				https://www.castellmarch.co.uk/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	50e18eab-7476-4dd2-8571-f62d049f1df9	Belgium	World-Atlas::western-europe::22-36	Aparthotel Castelnou	service_apartment	Castelnou	http://www.castelnou.be/	castelnou.be	info@castelnou.be	+3292350411	Gent		Kasteellaan 51	0.9971578907966614	60	0	A	https://explore.overturemaps.org/#id=50e18eab-7476-4dd2-8571-f62d049f1df9	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://castelnou.be/	2	2	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	a3595a37-a846-4ca2-8d0d-f1c6803dace3	United Kingdom	World-Atlas::western-europe::22-35	Castle Howard Holiday Cottages	cottage	Castle Howard	https://www.castlehoward.co.uk/visit-us/visitor-information/stay-with-us/holidaycottages	castlehoward.co.uk	holidaycottages@castlehoward.co.uk	+441653648251			Castle Howard	0.8600334525108337	75	0	A	https://explore.overturemaps.org/#id=a3595a37-a846-4ca2-8d0d-f1c6803dace3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	https://www.castlehoward.co.uk/visit/visitor-information/stay-with-us/holidaycottages	1	4	NO		https://www.instagram.com/castle_howard/				https://www.castlehoward.co.uk/visit/visitor-information/stay-with-us/holidaycottages	CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	7d3929e2-234e-41d3-bad2-36a9a084f4fc	United Kingdom	World-Atlas::western-europe::22-35	Castlemain Mill Holiday Cottages	holiday_rental_home		http://www.castlemainmill.com/	castlemainmill.com	enquiry@castlemainmill.com	+447810647900	Lydney	ENG	Castlemain Mill	0.8819056153297424	75	0	A	https://explore.overturemaps.org/#id=7d3929e2-234e-41d3-bad2-36a9a084f4fc	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://castlemainmill.co.uk/	0	4	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	b450f228-2ba2-49fe-a4ff-d6bd7538b664	United Kingdom	World-Atlas::western-europe::22-35	Castle Reach - a charming and spacious three bedroom holiday home in Conwy	hotel		http://www.castlereach.co.uk/	castlereach.co.uk	info@castlereach.co.uk	+441492622347	Conwy	WLS	1 Rose Hill Street	0.6110956072807312	75	10	A	https://explore.overturemaps.org/#id=b450f228-2ba2-49fe-a4ff-d6bd7538b664	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://castlereach.co.uk/	0	2	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	75254aa9-f476-461d-ac00-6f52c5e6b37d	United Kingdom	World-Atlas::western-europe::22-35	Cefn-Du Holiday Cottages	cottage		http://www.cefnduholidaycottages.co.uk/	cefnduholidaycottages.co.uk	info@cefnduholidaycottages.co.uk	+441239831530	Rossendale	ENG	Cefn Du	0.7596765160560608	75	0	A	https://explore.overturemaps.org/#id=75254aa9-f476-461d-ac00-6f52c5e6b37d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	http://www.cefnduholidaycottages.co.uk/	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	d5c62f76-3f69-4bf1-b878-99ac64fddb08	Czechia	World-Atlas::western-europe::22-38	Central Spot Prague Apartments	hotel	Central Spot Prague Apartment	http://centralspotprague.com/en	centralspotprague.com	info@centralspotprague.com	+420703148505	Praha	10	Krakovská 1436/3	0.923274576663971	60	10	A	https://explore.overturemaps.org/#id=d5c62f76-3f69-4bf1-b878-99ac64fddb08	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://www.centralspotprague.com/en	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	33b18143-6061-4f87-943e-1de97740b5ff	Poland	World-Atlas::western-europe::22-38	Cesarskie ogrody	resort		http://www.cesarskieogrody.pl	cesarskieogrody.pl	info@cesarskieogrody.pl	91 888 85 00	Swinoujscie	Zachodniopomorskie	Stanislawa Wyspianskiego	0.77	0	44	B	https://explore.overturemaps.org/#id=33b18143-6061-4f87-943e-1de97740b5ff	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.cesarskieogrody.pl/	4	2	YES		https://www.instagram.com/hotelcesarskieogrody/				https://www.cesarskieogrody.pl/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	7e55587e-232a-49e7-9afc-b1768ef3eea5	Netherlands	World-Atlas::western-europe::22-36	Chaletparc Krabbenkreek - Official website	resort		http://Www.chaletparckrabbenkreek.com/	chaletparckrabbenkreek.com	info@chaletparckrabbenkreek.com	+31615938543	Sint Annaland		Nieuwlandseweg 2	0.8291374444961548	0	44	B	https://explore.overturemaps.org/#id=7e55587e-232a-49e7-9afc-b1768ef3eea5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://chaletparckrabbenkreek.com/	3	3	YES		https://www.instagram.com/chaletparckrabbenkreek/				https://chaletparckrabbenkreek.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	8c00d067-5330-40a7-9b68-7a7980210b11	United Kingdom	World-Atlas::western-europe::22-35	Chapman Hill Farm Self Catering Accommodation	holiday_rental_home		https://www.chapmanhill.co.uk/	chapmanhill.co.uk	chapmanhillstays@gmail.com	+447780701417	Bishop Auckland		Chapman Hill Farm	0.8634158968925476	60	0	A	https://explore.overturemaps.org/#id=8c00d067-5330-40a7-9b68-7a7980210b11	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.chapmanhill.co.uk/	2	5	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	6a256103-d165-47b4-9e4f-2d7dff840ad7	United Kingdom	World-Atlas::western-europe::22-35	Charles Hope Serviced Apartments	travel_company	Charles Hope Serviced Apartments	https://www.charleshope.co.uk/	charleshope.co.uk	reservations@charleshope.co.uk	+442039836300	Southampton	ENG	Frobisher House, Blechynden Terrace, Nelson Gate	0.5383614897727966	72	0	A	https://explore.overturemaps.org/#id=6a256103-d165-47b4-9e4f-2d7dff840ad7	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	https://charleshope.co.uk/	1	4	NO							CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	ef4fdecb-758e-45b7-b4e4-69070fbf95b6	United Kingdom	World-Atlas::western-europe::22-35	Chestnut Farm Holiday Cottages	cottage		http://www.chestnutfarmcottages.co.uk/	chestnutfarmcottages.co.uk	chestnutfarmcottages@gmail.com	+447733351651	Bonsall CP			0.921729564666748	75	0	A	https://explore.overturemaps.org/#id=ef4fdecb-758e-45b7-b4e4-69070fbf95b6	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.chestnutfarmcottages.co.uk/	3	4	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	79809aa9-5511-4c53-8252-77dcb086bc12	United Kingdom	World-Atlas::western-europe::22-36	The Chestnuts Holiday Cottages	holiday_rental_home	The Chestnuts Holiday Cottages	http://chestnutsfarmbreaks.com/	chestnutsfarmbreaks.com	chestnutsfarmbreaks@gmail.com	+441754810904	Skegness	ENG		0.9980760138332844	75	0	A	https://explore.overturemaps.org/#id=79809aa9-5511-4c53-8252-77dcb086bc12	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	http://chestnutsfarmbreaks.com/	3	3	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	d625a8d7-673e-4faf-8750-79ac93af6a7c	United Kingdom	World-Atlas::western-europe::22-35	Chideock Grange Holiday Cottages, Bridport	cottage		http://www.chideockgrange.co.uk/	chideockgrange.co.uk	info@chideockgrange.co.uk	+441297489589	Bridport			0.7001805305480957	75	0	A	https://explore.overturemaps.org/#id=d625a8d7-673e-4faf-8750-79ac93af6a7c	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	https://www.chideockgrange.co.uk/	1	5	YES							CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	a52efcb2-c799-4b5b-8808-f8f0f2b4bbeb	United Kingdom	World-Atlas::western-europe::22-35	Thatchers Hideaway Cottage Croyde Bay	cottage	Choice Cottages | Self Catering Holiday Cottages	https://www.choice-cottages.com/accommodation/croyde-thatchers-hideaway-2-bedrooms?fbclid=IwZXh0bgNhZW0CMTEAAR0xRjsjVXJE68pKGWljhFkcuBPnOsJMwyAEM_VgwxdrDem2FRVHXtTfl04_aem_AeDw5-awQRX973kJO1Bdf-UgDXZeo2aKOUMrx2lmP3p771Ngyh8OfeoS-N1MYIwAossDO7-DsiPMq41ITSCPKBwa#gallery-link	choice-cottages.com	croydebay@aol.com	+447818423498	Braunton	ENG	Croyde, 1 Jones's Hill	0.8186968564987183	72	0	A	https://explore.overturemaps.org/#id=a52efcb2-c799-4b5b-8808-f8f0f2b4bbeb	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.choice-cottages.com/accommodation/croyde-thatchers-hideaway-2-bedrooms?fbclid=IwZXh0bgNhZW0CMTEAAR0xRjsjVXJE68pKGWljhFkcuBPnOsJMwyAEM_VgwxdrDem2FRVHXtTfl04_aem_AeDw5-awQRX973kJO1Bdf-UgDXZeo2aKOUMrx2lmP3p771Ngyh8OfeoS-N1MYIwAossDO7-DsiPMq41ITSCPKBwa#gallery-link	4	4	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	dbcb73a6-9d49-43ef-83cd-8ef08eb3d290	United Kingdom	World-Atlas::western-europe::22-35	Christmas Cottage Holiday Let, Gunnerside, Swaledale, Yorkshire Dales	hotel		http://christmas-cottage.co.uk/	christmas-cottage.co.uk	christmas.cottage.holiday@gmail.com	+447976776726	Richmond	ENG	Richmond	0.573257327079773	75	10	A	https://explore.overturemaps.org/#id=dbcb73a6-9d49-43ef-83cd-8ef08eb3d290	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.christmas-cottage.co.uk/	4	7	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	ae629731-5816-4d57-8276-5ec0160e2066	United Kingdom	World-Atlas::western-europe::22-35	Church Stretton Holiday Cottages	holiday_rental_home	Church Stretton Holiday Cottages	http://www.churchstrettoncottages.co.uk/	churchstrettoncottages.co.uk	info@churchstrettoncottages.co.uk	+441694751488	Church Stretton	ENG	31 Church Street	0.41505974531173706	75	0	A	https://explore.overturemaps.org/#id=ae629731-5816-4d57-8276-5ec0160e2066	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://churchstrettoncottages.co.uk/	2	4	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31863169781-020.jsonl	Overture Places V6 fast-lane	19c03ccc-030d-493e-ac86-ac4d9b0f97b3	Czechia	World-Atlas::western-europe::22-38	City Apartment	hotel	City Apartment Hotel	http://www.city-apartment.cz/	city-apartment.cz	rezervace@city-apartment.cz	+420608068115	Praha	10	V Lesíčku 656/7	0.6034293174743652	60	10	A	https://explore.overturemaps.org/#id=19c03ccc-030d-493e-ac86-ac4d9b0f97b3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	http://www.city-apartment.cz/	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
