8180	A	88	Αίγινα	Greece	Nikolaou Residence Aegina		resort	Nikou kazantzaki 39 aegina 18010, Αίγινα	+306981870416	1			High				overture:444a5516-fe10-46aa-bb86-f736b3129445	2026-08-15	New		http://nikolaouresidence.gr/	book@nikolaouresidence.gr		https://www.instagram.com/nikolaou_aegina/							Email	High	Verified	https://explore.overturemaps.org/#id=444a5516-fe10-46aa-bb86-f736b3129445		domain:nikolaouresidence.gr	306981870416	nikolaouresidence.gr	nikolaou residence aegina	Αίγινα	Greece	Nikolaou Residence Aegina	8180
8181	A	88	Ηράκλειο	Greece	Nikolas Villas Appartments		hotel	Νηρέως 6, Ηράκλειο	+302897024614	1			High				overture:42005208-3aa2-43ec-b56f-c787e0d8ff3e	2026-08-15	New		http://www.nikolasvillas.gr/	info@nikolasvillas.gr									Email	High	Verified	https://explore.overturemaps.org/#id=42005208-3aa2-43ec-b56f-c787e0d8ff3e		domain:nikolasvillas.gr	302897024614	nikolasvillas.gr	nikolas villas appartments	Ηράκλειο	Greece	Nikolas Villas Appartments	8181
8182	A	88	Θάσος	Greece	Hotel Nikoleta Luxury Villa		hotel	Dimitriadou 49, Θάσος	+302593022020	1			High				overture:c0642c52-64f0-451e-8abd-ad325e6d5fd0	2026-08-15	New		http://www.nikoletaluxuryvilla.gr	info@nikoletaluxuryvilla.gr		https://www.instagram.com/nikoletahotelandvillas/							Email	High	Verified	https://explore.overturemaps.org/#id=c0642c52-64f0-451e-8abd-ad325e6d5fd0		domain:nikoletaluxuryvilla.gr	302593022020	nikoletaluxuryvilla.gr	hotel nikoleta luxury villa	Θάσος	Greece	Hotel Nikoleta Luxury Villa	8182
8183	A	88	Οία	Greece	Nikos Villas		hotel	Oia (Ia), Οία	+302286071710	1			High				overture:4103c7ff-cadc-43fe-9832-d5149ec1c6a2	2026-08-15	New		http://www.nikos-villas.com/	info@nikos-villas.com		https://www.instagram.com/nikosvillas/							Email	High	Verified	https://explore.overturemaps.org/#id=4103c7ff-cadc-43fe-9832-d5149ec1c6a2		domain:nikos-villas.com	302286071710	nikos-villas.com	nikos villas	Οία	Greece	Nikos Villas	8183
8184	A	88	Άγιος Νικόλαος	Greece	Nimfes Villas		hotel	Istron, Kalo Chorio, Άγιος Νικόλαος	+302841090588	1			High				overture:becf5eca-cbca-48b1-a135-fc9d384533fc	2026-08-15	New		http://www.nimfesvillas.com/	reservations@nimfesvillas.com									Email	High	Verified	https://explore.overturemaps.org/#id=becf5eca-cbca-48b1-a135-fc9d384533fc		domain:nimfesvillas.com	302841090588	nimfesvillas.com	nimfes villas	Άγιος Νικόλαος	Greece	Nimfes Villas	8184
8185	A	88	Πέρδικα	Greece	Ninemia Luxury Residence		hotel	Επ. Οδός, Epar.Od. Perdikas - Pargas, Πέρδικα	+302665091708	1			High				overture:6702e62c-3fbc-4368-a28a-1bd30293b0a8	2026-08-15	New		http://www.ninemia-perdika.gr/	ninemia.perdika@gmail.com									Email	High	Verified	https://explore.overturemaps.org/#id=6702e62c-3fbc-4368-a28a-1bd30293b0a8		domain:ninemia-perdika.gr	302665091708	ninemia-perdika.gr	ninemia luxury residence	Πέρδικα	Greece	Ninemia Luxury Residence	8185
8186	A	88	Περιφερειακή Ενότητα Μεσσηνίας	Greece	Niriides Luxury Villas		hotel	Περιφερειακή Ενότητα Μεσσηνίας	+302723028787	1			High				overture:e25d495d-b6af-4357-a1ee-6f1e41b4f296	2026-08-15	New		http://www.niriidesmessiniahotel.gr/	info@niriidesmessiniahotel.gr									Email	High	Verified	https://explore.overturemaps.org/#id=e25d495d-b6af-4357-a1ee-6f1e41b4f296		domain:niriidesmessiniahotel.gr	302723028787	niriidesmessiniahotel.gr	niriides luxury villas	Περιφερειακή Ενότητα Μεσσηνίας	Greece	Niriides Luxury Villas	8186
8187	A	88	Κασσωπαίοι	Greece	Nissaki Villas		hotel	Βιγγλατουρι, Κασσωπαίοι	+306937386001	1			High				overture:70e76961-1dfa-4a22-b3b5-4a71099a3dbd	2026-08-15	New		https://nissakivillas.gr/el/	info@nissakivillas.gr									Email	High	Verified	https://explore.overturemaps.org/#id=70e76961-1dfa-4a22-b3b5-4a71099a3dbd		domain:nissakivillas.gr	306937386001	nissakivillas.gr	nissaki villas	Κασσωπαίοι	Greece	Nissaki Villas	8187
8188	B	70	Birmingham	United Kingdom	NMZ Property Management & Investments Ltd		property_management	Suite 4, Aston Cross Business Park, Rocky Ln, Birmingham, ENG	+441216380386	1			High				overture:65432a2b-7138-4cdc-b1b4-613ddc037509	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.nmzproperty.com/	nav@nmzproperty.com		https://www.instagram.com/nmzproperty/							Email	Medium	Recall-first	https://explore.overturemaps.org/#id=65432a2b-7138-4cdc-b1b4-613ddc037509		domain:nmzproperty.com	441216380386	nmzproperty.com	nmz property management investments ltd	Birmingham	United Kingdom	NMZ Property Management & Investments Ltd	8188
8189	B	70	Blountville	USA	Noble Oak Property Management		property_management	3070 Highway 126, Blountville, TN	+14234562490	1			High				overture:c75de4b8-dc7e-4493-a252-e74aa69acf2e	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://NobleOakPM.com/	info@nobleoakpm.com									Email	Medium	Recall-first	https://explore.overturemaps.org/#id=c75de4b8-dc7e-4493-a252-e74aa69acf2e		domain:nobleoakpm.com	14234562490	nobleoakpm.com	noble oak property management	Blountville	USA	Noble Oak Property Management	8189
8190	B	70	Boulder	USA	Noble Property Management Group		property_management	2529 Broadway St, Boulder, CO	+13035634104	1			High				overture:44a5d57d-982c-4278-b308-3556e853fa97	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.noblepmg.com/	contact@noblepmg.com		https://www.instagram.com/noble.pmg/							Email	Medium	Recall-first	https://explore.overturemaps.org/#id=44a5d57d-982c-4278-b308-3556e853fa97		domain:noblepmg.com	13035634104	noblepmg.com	noble property management group	Boulder	USA	Noble Property Management Group	8190
8191	A	88	Δήμος Κω	Greece	Noema Luxury Retreat		hotel	Δήμος Κω	+306943771220	1			High				overture:58737a97-7e03-4f75-aa1b-f13d71f2a88c	2026-08-15	New		http://noemaluxuryretreat.com/	noemaluxuryretreat@gmail.com		https://www.instagram.com/noemaluxuryretreat/							Email	High	Verified	https://explore.overturemaps.org/#id=58737a97-7e03-4f75-aa1b-f13d71f2a88c		domain:noemaluxuryretreat.com	306943771220	noemaluxuryretreat.com	noema luxury retreat	Δήμος Κω	Greece	Noema Luxury Retreat	8191
8192	A	88	Γούβες	Greece	NOLA - Nomadic Luxury Villas		hotel	No str address, 0, Papyra Area Gouves Crete, Γούβες	+306908990918	1			High				overture:0b0114dc-d9e4-4c6c-b3df-286a8b8e268e	2026-08-15	New		https://nola.gr/	reservations@nola.gr		https://www.instagram.com/nola_crete_villas/							Email	High	Verified	https://explore.overturemaps.org/#id=0b0114dc-d9e4-4c6c-b3df-286a8b8e268e		domain:nola.gr	306908990918	nola.gr	nola nomadic luxury villas	Γούβες	Greece	NOLA - Nomadic Luxury Villas	8192
8193	A	88	Kéa	Greece	Nomios Villas		hotel	PERA MERIA, Kéa	+306948747927	1			High				overture:82308e71-4ba1-44f2-92ea-1f5e51ff437a	2026-08-15	New		http://nomiosvillas.com/	info@nomiosvillas.com		https://www.instagram.com/nomiosvillas/							Email	High	Verified	https://explore.overturemaps.org/#id=82308e71-4ba1-44f2-92ea-1f5e51ff437a		domain:nomiosvillas.com	306948747927	nomiosvillas.com	nomios villas	Kéa	Greece	Nomios Villas	8193
8194	A	88	Αθήνα	Greece	Noon Smart Residences		hotel	Τρικούπη Σπύρου 33, Αθήνα	+306971924723	1			High				overture:d9a76bb2-2c56-451a-b6c4-37e1f95345cf	2026-08-15	New		https://www.noonresidences.com/	noonresidences@gmail.com		https://www.instagram.com/noonresidences/							Email	High	Verified	https://explore.overturemaps.org/#id=d9a76bb2-2c56-451a-b6c4-37e1f95345cf		domain:noonresidences.com	306971924723	noonresidences.com	noon smart residences	Αθήνα	Greece	Noon Smart Residences	8194
8195	B	70	Newport	United Kingdom	Number One Property Management		property_management	Newport Market, M1.06 Mezzanine Level, Newport, WLS	+441633493070	1			High				overture:773234c1-044d-4932-a7e7-95c4831fd299	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.nopm.co.uk/	property.management@nopm.co.uk		https://www.instagram.com/numberonerealestate/							Email	Medium	Recall-first	https://explore.overturemaps.org/#id=773234c1-044d-4932-a7e7-95c4831fd299		domain:nopm.co.uk	441633493070	nopm.co.uk	number one property management	Newport	United Kingdom	Number One Property Management	8195
8196	A	88	Fakenham	United Kingdom	Solitaire Holiday Home, Self Catering		hotel	14 Burnham Road, Fakenham, ENG	+447557442178	1			High				overture:181859a1-9b5c-4a17-8650-5dc4822646fe	2026-08-15	New		http://www.norfolkhideaways.co.uk/our-cottages/our-cottages/369-south-creake-solitaire	rose.trett@icloud.com		https://www.instagram.com/NorfolkHideaways/							Email	High	Verified	https://explore.overturemaps.org/#id=181859a1-9b5c-4a17-8650-5dc4822646fe		domain:norfolkhideaways.co.uk	447557442178	norfolkhideaways.co.uk	solitaire holiday home self catering	Fakenham	United Kingdom	Solitaire Holiday Home, Self Catering	8196
8197	B	70	North Royalton	USA	NorthCoast Property Management		property_management	11963 Abbey Rd, North Royalton, OH	+14406288018	1			High				overture:2cae07ec-3092-46b2-a9a9-0e9960637995	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.northcoastpropertymgt.com/	office@northcoastpropertymgt.com									Email	Medium	Recall-first	https://explore.overturemaps.org/#id=2cae07ec-3092-46b2-a9a9-0e9960637995		domain:northcoastpropertymgt.com	14406288018	northcoastpropertymgt.com	northcoast property management	North Royalton	USA	NorthCoast Property Management	8197
8198	B	70	Chico	USA	North Coast United Property Management Chico		historic_site	2590 California Park Dr, Chico, CA	+15303425472	1			High				overture:8c201c43-6a55-4a09-92fd-e2255aa4cb34	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.northcoastunited.com/	parkview@northcoastunited.com									Email	Medium	Recall-first	https://explore.overturemaps.org/#id=8c201c43-6a55-4a09-92fd-e2255aa4cb34		domain:northcoastunited.com	15303425472	northcoastunited.com	north coast united property management chico	Chico	USA	North Coast United Property Management Chico	8198
8199	B	70	San Francisco	USA	North Door Property Management		real_estate_service	San Francisco, CA	+16693336846	1			High				overture:af6efdcd-cbee-454e-8d60-7222053d1359	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://Northdoor.co/	eli@northdoor.co									Email	Medium	Recall-first	https://explore.overturemaps.org/#id=af6efdcd-cbee-454e-8d60-7222053d1359		domain:northdoor.co	16693336846	northdoor.co	north door property management	San Francisco	USA	North Door Property Management	8199
8200	A	91	Elk Rapids	USA	Northern Michigan Vacation Rentals		lodging	212 Traverse St, Elk Rapids, MI	+18105237205	1			High				overture:cc5adb6f-da5c-4e84-aa6e-d12ead5e770a	2026-08-15	New		http://northernmichiganvacationrentals.com/	pmhresko@aol.com									Email	High	Verified	https://explore.overturemaps.org/#id=cc5adb6f-da5c-4e84-aa6e-d12ead5e770a		domain:northernmichiganvacationrentals.com	18105237205	northernmichiganvacationrentals.com	northern michigan vacation rentals	Elk Rapids	USA	Northern Michigan Vacation Rentals	8200
8201	A	91	North Myrtle Beach	USA	Sixth Times A Charm (Elliott Beach Rentals)		holiday_rental_home	319 59th Ave N, North Myrtle Beach, SC	(800) 525-0225	1			High				overture:247b5a7d-139d-472d-9b3b-56f9c4048abd	2026-08-15	New			sixthtimesacharm@gmail.com					http://www.northmyrtlebeachtravel.com/SIXTH-TIMES-A-CHARM				Email	High	Verified	https://explore.overturemaps.org/#id=247b5a7d-139d-472d-9b3b-56f9c4048abd		phone:8005250225	8005250225		sixth times a charm elliott beach rentals	North Myrtle Beach	USA	Sixth Times A Charm (Elliott Beach Rentals)	8201
8202	A	88	North Myrtle Beach	USA	North Shore Villas		holiday_rental_home	1003 Ocean Blvd S, North Myrtle Beach, SC	+17046993522	1			High				overture:a606bb0c-6c95-4558-8c2b-2fe3963dcfbe	2026-08-15	New		http://www.northshorevillasvacations.com	nsv406@gmail.com									Email	High	Verified	https://explore.overturemaps.org/#id=a606bb0c-6c95-4558-8c2b-2fe3963dcfbe		domain:northshorevillasvacations.com	17046993522	northshorevillasvacations.com	north shore villas	North Myrtle Beach	USA	North Shore Villas	8202
8203	A	91	Norway	USA	Norway Mountain Ski Resort		ski_resort	W5000 Brier Mountain Rd, Norway, MI	+19069702040	1			High				overture:6bfd6571-ecf0-4419-a694-7979f7ed9d81	2026-08-15	New		http://www.norwaymt.com/	info@norwaymt.com									Email	Medium	Verified	https://explore.overturemaps.org/#id=6bfd6571-ecf0-4419-a694-7979f7ed9d81		domain:norwaymt.com	19069702040	norwaymt.com	norway mountain ski resort	Norway	USA	Norway Mountain Ski Resort	8203
8204	A	88	Ναύπακτος	Greece	Nostos Luxury Villas in Nafpaktos		lodging	Μπουμπουλίνας 5, Ναύπακτος	+306944734778	1			High				overture:df3c83ea-6771-4284-9112-16e3cb7a7612	2026-08-15	New		https://www.nostosluxuryvillas.com/	nostosvillas1@gmail.com		https://www.instagram.com/nostosluxuryvillas/							Email	High	Verified	https://explore.overturemaps.org/#id=df3c83ea-6771-4284-9112-16e3cb7a7612		domain:nostosluxuryvillas.com	306944734778	nostosluxuryvillas.com	nostos luxury villas in nafpaktos	Ναύπακτος	Greece	Nostos Luxury Villas in Nafpaktos	8204
8205	B	70	Gilroy	USA	Nova Property Management Group		property_management	7891 Westwood Dr, Gilroy, CA	+14087068876	1			High				overture:de8aa365-ba12-416e-845a-711225a58b66	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://novapmg.com/	fortinoteam@gmail.com									Email	Medium	Recall-first	https://explore.overturemaps.org/#id=de8aa365-ba12-416e-845a-711225a58b66		domain:novapmg.com	14087068876	novapmg.com	nova property management group	Gilroy	USA	Nova Property Management Group	8205
8206	A	91	Kaštela	Italy	Holiday home Argola		lodging	Put Zagoraca 18, Kaštela	+385955145293	1			High				overture:9f00cd2b-4928-45d8-890a-e58ceed8fc25	2026-08-15	New			mario.kuz013@gmail.com		https://www.instagram.com/novasol/			http://www.novasol.hr/p/cde605				Email	High	Verified	https://explore.overturemaps.org/#id=9f00cd2b-4928-45d8-890a-e58ceed8fc25		phone:385955145293	385955145293		holiday home argola	Kaštela	Italy	Holiday home Argola	8206
8207	A	91	Montespertoli	Italy	Ademollo Vacation Rental		holiday_rental_home	Via San Giusto, 5, Montespertoli, 52	+393924342363	1			High				overture:04edb923-185c-4bc3-9605-e21ea3917497	2026-08-15	New			a.barucci80@gmail.com		https://www.instagram.com/novasol/			http://www.novasol.it/p/ITC648?PE=3&K&SD&DUR&ED&wt.si_n=NormalSearchBookingFlow				Email	High	Verified	https://explore.overturemaps.org/#id=04edb923-185c-4bc3-9605-e21ea3917497		phone:393924342363	393924342363		ademollo vacation rental	Montespertoli	Italy	Ademollo Vacation Rental	8207
8208	B	70	Middleville	USA	NTA Property Management		property_management	650 S Broadway St, Middleville, MI	+12698231856	1			High				overture:9213a457-6dcf-4084-9a1c-7efe3c3c6da7	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://ntamanagement.net/	jasonb@ntamanagement.net									Email	Medium	Recall-first	https://explore.overturemaps.org/#id=9213a457-6dcf-4084-9a1c-7efe3c3c6da7		domain:ntamanagement.net	12698231856	ntamanagement.net	nta property management	Middleville	USA	NTA Property Management	8208
8209	B	70	Chico	USA	NVPM Property Management Services		property_management	1288 E 1st Ave, Chico, CA	+15305669223	1			High				overture:8d573ebd-127c-4802-9491-6aa11ea49a31	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.nvpm.net/	admin@nvpm.net									Email	Medium	Recall-first	https://explore.overturemaps.org/#id=8d573ebd-127c-4802-9491-6aa11ea49a31		domain:nvpm.net	15305669223	nvpm.net	nvpm property management services	Chico	USA	NVPM Property Management Services	8209
8210	B	70	Minden	USA	Northern Nevada Property Management		property_management	1478 4th St, Minden, NV	+17757836883	1			High				overture:a92e92d3-d59e-42d5-ac03-a0af0a4d4bc8	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://nvpropertymanager.com/	office@nvpropertymanager.com		https://www.instagram.com/northernnevadapropertymanagers/							Email	Medium	Recall-first	https://explore.overturemaps.org/#id=a92e92d3-d59e-42d5-ac03-a0af0a4d4bc8		domain:nvpropertymanager.com	17757836883	nvpropertymanager.com	northern nevada property management	Minden	USA	Northern Nevada Property Management	8210
8211	B	70	Taylorsville	USA	Nxt Property Management		real_estate_agent	1018 S Atherton Dr, Taylorsville, UT	(385) 257-8400	1			High				overture:a8ef2caf-d707-440a-8f4d-2ac7b4d2e8ea	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.nxtmgt.com	info@nxtmgt.com		https://www.instagram.com/nxtmgt/							Email	Medium	Recall-first	https://explore.overturemaps.org/#id=a8ef2caf-d707-440a-8f4d-2ac7b4d2e8ea		domain:nxtmgt.com	3852578400	nxtmgt.com	nxt property management	Taylorsville	USA	Nxt Property Management	8211
8212	A	91	Kuşadası	Greece	NY Holiday Homes		holiday_rental_home	Bahar Sokak 31, Kuşadası	+905301014345	1			High				overture:0f42fbfd-015c-4c1b-ab78-47e50a1899c8	2026-08-15	New		http://www.nyholidayhomes.com/	info@nyholidayhomes.com									Email	Medium	Verified	https://explore.overturemaps.org/#id=0f42fbfd-015c-4c1b-ab78-47e50a1899c8		domain:nyholidayhomes.com	905301014345	nyholidayhomes.com	ny holiday homes	Kuşadası	Greece	NY Holiday Homes	8212
8213	A	88	�?gios Nikólaos	Greece	Oak Tree Estate Private Luxury Villa		holiday_rental_home	Peponides, �?gios Nikólaos	+306931402122	1			High				overture:ec8ec190-9f6a-4d64-8772-86ac2a46b9af	2026-08-15	New		http://www.oaktreestate.com/	info@oaktreestate.com		https://www.instagram.com/oak_tree_estate/							Email	High	Verified	https://explore.overturemaps.org/#id=ec8ec190-9f6a-4d64-8772-86ac2a46b9af		domain:oaktreestate.com	306931402122	oaktreestate.com	oak tree estate private luxury villa	�?gios Nikólaos	Greece	Oak Tree Estate Private Luxury Villa	8213
8214	A	91	Marina	Italy	Holiday Home Oasis Hyllis		lodging	VII,9, Marina	+385915322980	1			High				overture:b6c215ac-2d6d-4abe-b2de-48471554b1f0	2026-08-15	New		http://oasishyllis.com/	tarabene@gmail.com									Email	High	Verified	https://explore.overturemaps.org/#id=b6c215ac-2d6d-4abe-b2de-48471554b1f0		domain:oasishyllis.com	385915322980	oasishyllis.com	holiday home oasis hyllis	Marina	Italy	Holiday Home Oasis Hyllis	8214
8215	A	91	Gatlinburg	USA	Ober Gatlinburg		ski_resort	1001 Parkway, Gatlinburg, TN	+18654365423	1			High				overture:aeb7a037-b46e-4b73-a1c3-b1f75e518d71	2026-08-15	New		http://obergatlinburg.com/	fun@obergatlinburg.com		https://www.instagram.com/obermountain/							Email	High	Verified	https://explore.overturemaps.org/#id=aeb7a037-b46e-4b73-a1c3-b1f75e518d71		domain:obergatlinburg.com	18654365423	obergatlinburg.com	ober gatlinburg	Gatlinburg	USA	Ober Gatlinburg	8215
8216	A	91	Frisco	USA	Mamahoohoo Vacation Rental House, Frisco, Cape Hatteras, NC		property_management	54187 Osprey Way, Frisco, NC	+18143803517	1			High				overture:7e74df9e-03b7-4d0a-b8be-fba16700814b	2026-08-15	New		https://obx-vacation.com/index.php	memcculloch13@gmail.com									Email	High	Verified	https://explore.overturemaps.org/#id=7e74df9e-03b7-4d0a-b8be-fba16700814b		domain:obx-vacation.com	18143803517	obx-vacation.com	mamahoohoo vacation rental house frisco cape hatteras nc	Frisco	USA	Mamahoohoo Vacation Rental House, Frisco, Cape Hatteras, NC	8216
8217	A	91	Myrtle Beach	USA	Myrtle Beach Condo Rentals		holiday_rental_home	2311 S Ocean Blvd, Myrtle Beach, SC	+18432366623	1			High				overture:a119248c-cff3-46b0-bb3b-550225aca218	2026-08-15	New		http://www.oceanfrontcondorentals.com	oceanfrontcondorentals@gmail.com									Email	High	Verified	https://explore.overturemaps.org/#id=a119248c-cff3-46b0-bb3b-550225aca218		domain:oceanfrontcondorentals.com	18432366623	oceanfrontcondorentals.com	myrtle beach condo rentals	Myrtle Beach	USA	Myrtle Beach Condo Rentals	8217
8218	A	88	Κουφονήσια	Greece	Oceanides Residences		hotel	Ανο κατηφοριδα 8, Κουφονήσια	+306980067880	1			High				overture:6b81b593-9b27-4011-b9a4-57d7a790bcdb	2026-08-15	New		http://www.oceanideskoufonisia.gr/	info@oceanideskoufonisia.gr									Email	High	Verified	https://explore.overturemaps.org/#id=6b81b593-9b27-4011-b9a4-57d7a790bcdb		domain:oceanideskoufonisia.gr	306980067880	oceanideskoufonisia.gr	oceanides residences	Κουφονήσια	Greece	Oceanides Residences	8218
