7690	A	88	Νάξος	Greece	Iliada Villas		hotel	Stelida, Νάξος	302285027270	1			High				overture:f5e2170d-1e30-4dc7-949a-5e0854c9afe4	46249	New		https://www.iliadavillas.com/	info@iliadavillas.com		https://www.instagram.com/iliadavillas/							High	Verified	https://explore.overturemaps.org/#id=f5e2170d-1e30-4dc7-949a-5e0854c9afe4			domain:iliadavillas.com	302285027270	iliadavillas.com	iliada villas	Νάξος	Greece	Iliada Villas	7690
7691	A	88	Υδρούσα	Greece	Iliades Luxury Boutique Suites and Pools		hotel	Epar.Od. Androu-Mpatsiou, Υδρούσα	306977617105	1			High				overture:ae0835b2-eca0-45b6-9681-abb5e8e77d2f	46249	New		https://iliades.gr/	info@iliades.gr		https://www.instagram.com/iliadesandros/							High	Verified	https://explore.overturemaps.org/#id=ae0835b2-eca0-45b6-9681-abb5e8e77d2f			domain:iliades.gr	306977617105	iliades.gr	iliades luxury boutique suites and pools	Υδρούσα	Greece	Iliades Luxury Boutique Suites and Pools	7691
7692	A	88	Sykea	Greece	Ilida Villas		hotel	Near Panagia Church, Sykea	306944824356	1			High				overture:3f3ce38f-851e-47e6-b071-409a2dea2811	46249	New		http://www.ilidavillas.com/	ilidavillas@gmail.com		https://www.instagram.com/ilidavillas/							High	Verified	https://explore.overturemaps.org/#id=3f3ce38f-851e-47e6-b071-409a2dea2811			domain:ilidavillas.com	306944824356	ilidavillas.com	ilida villas	Sykea	Greece	Ilida Villas	7692
7693	A	88	Pilés	Greece	Ilionmare Villas		hotel	Karpathos, Pilés	302245031422	1			High				overture:eee6b887-1893-4b5c-b528-11e49cf596e7	46249	New		http://www.ilionmarevillas.gr/	mikenissyrios@yahoo.com									High	Verified	https://explore.overturemaps.org/#id=eee6b887-1893-4b5c-b528-11e49cf596e7			domain:ilionmarevillas.gr	302245031422	ilionmarevillas.gr	ilionmare villas	Pilés	Greece	Ilionmare Villas	7693
7694	A	88	Περιφερειακή Ενότητα Μυκόνου	Greece	ILIOR Retreat		resort	Unnamed Road, Περιφερειακή Ενότητα Μυκόνου	306974198473	1			High				overture:f8967392-89a2-4056-83cf-3ff96c5f7837	46249	New		http://www.ilior.gr/mykonos	daniel@ilior.gr		https://www.instagram.com/ilior.gr/							High	Verified	https://explore.overturemaps.org/#id=f8967392-89a2-4056-83cf-3ff96c5f7837			domain:ilior.gr	306974198473	ilior.gr	ilior retreat	Περιφερειακή Ενότητα Μυκόνου	Greece	ILIOR Retreat	7694
7695	A	88	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Ilios Club Hotel Villas		hotel	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	302645095612	1			High				overture:92186c8f-a871-45c4-a0e0-79c4af20d503	46249	New		http://iliosclub.com/?lang=el	iliosclubhotel@gmail.com									High	Verified	https://explore.overturemaps.org/#id=92186c8f-a871-45c4-a0e0-79c4af20d503			domain:iliosclub.com	302645095612	iliosclub.com	ilios club hotel villas	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Ilios Club Hotel Villas	7695
7696	A	88	Δίκαιο	Greece	Ilios K. Village Resort		hotel	Tigaki, Δίκαιο	302242069411	1			High				overture:5926f742-66d4-46a9-a397-70d0ad0fad75	46249	New		http://www.ilioshotel.com/	info@ilioshotel.com		https://www.instagram.com/ilios.k_village_resort/							High	Verified	https://explore.overturemaps.org/#id=5926f742-66d4-46a9-a397-70d0ad0fad75			domain:ilioshotel.com	302242069411	ilioshotel.com	ilios k village resort	Δίκαιο	Greece	Ilios K. Village Resort	7696
7697	A	88	Κάστρο-Κυλλήνη	Greece	Ilisvillas		hotel	Kastro Kyllini, West Peloponnese, Greece, Κάστρο-Κυλλήνη	306972057950	1			High				overture:4ee24dc4-b967-448e-bbb4-2f89c4e5a8ea	46249	New		http://www.ilisvillas.com/	contact@ilisvillas.com									High	Verified	https://explore.overturemaps.org/#id=4ee24dc4-b967-448e-bbb4-2f89c4e5a8ea			domain:ilisvillas.com	306972057950	ilisvillas.com	ilisvillas	Κάστρο-Κυλλήνη	Greece	Ilisvillas	7697
7698	B	78	İstanbul	Greece	Ilk Adim property management		real_estate_agent	ataköy 7-8-9-10 mahallesi unnamed road, 34158 bakırköy, İstanbul	905528658519	1			High				overture:5a7be060-d1ca-43fc-80d0-9955c25279ca	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.ilkadim-turkey.com/	ilkadimpr@gmail.com		https://www.instagram.com/ilkadim.turkey/							Medium	Recall-first	https://explore.overturemaps.org/#id=5a7be060-d1ca-43fc-80d0-9955c25279ca			domain:ilkadim-turkey.com	905528658519	ilkadim-turkey.com	ilk adim property management	İstanbul	Greece	Ilk Adim property management	7698
7699	B	70	El Dorado Hills	USA	Imagine Property Management Services		property_management	2201 Francisco Dr, El Dorado Hills, CA	19165803833	1			High				overture:7ae10c63-724e-423a-9716-ac1499847da6	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://imaginepropertyservices.com/	peggy@imaginepropertyservices.com									Medium	Recall-first	https://explore.overturemaps.org/#id=7ae10c63-724e-423a-9716-ac1499847da6			domain:imaginepropertyservices.com	19165803833	imaginepropertyservices.com	imagine property management services	El Dorado Hills	USA	Imagine Property Management Services	7699
7700	B	70	Denver	USA	Impact Property Management		property_management	7900 E Union Ave, Denver, CO	17202541714	1			High				overture:d6b88a56-8a73-45e1-bcec-bd7dab02c21e	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://impactproperty.net/	applicants@impactproperty.net									Medium	Recall-first	https://explore.overturemaps.org/#id=d6b88a56-8a73-45e1-bcec-bd7dab02c21e			domain:impactproperty.net	17202541714	impactproperty.net	impact property management	Denver	USA	Impact Property Management	7700
