source_file,line,source_ref,name,market,country,category,domain,phone,website,email,contact_page,instagram,facebook,whatsapp,portfolio_url,fit_tier,live_status,kind
delta-github-run-31861026561-001.jsonl,5,overture:62d722d6-0a78-408b-81b3-f709617e74b4,Aurum Collection at Gold Coast,Aruba,Aruba,resort,aurumaruba.com,+2975678542,http://aurumaruba.com/,info@aurumaruba.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,6,overture:d94a1b4e-0789-49bf-9506-daba9d59ce1e,Bellamar Vacation Rentals | Property Management Juan Dolio,Guayacanes,Dominican Republic,holiday_rental_home,bellamar.vacations,+18299548118,https://bellamar.vacations/,juandolioexperience@gmail.com,,https://www.instagram.com/bellamarvacationrentals/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,7,overture:3cc28c92-5c57-444f-8b50-dd5890593974,The Boarding House Vacation Rentals,Rincón,Puerto Rico,holiday_rental_home,boardinghousepr.com,,http://boardinghousepr.com/,boardinghousepr@gmail.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,8,overture:cbada183-c42a-4b12-b293-a828909ab2ae,Bravos Boyz Real Estate & Property Management,Vieques,Puerto Rico,real_estate_agent,bravosboyz.com,+17877411463,http://www.bravosboyz.com/,frontdesk@bravosboyz.com,,https://www.instagram.com/bravosboyz/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,9,overture:8e1b1419-93c5-4718-ad16-4ddd87a55531,Bubali Bliss Studios & Villas,Aruba,Aruba,hotel,bubalibliss.com,+2975875262,http://www.bubalibliss.com/,info@bubalibliss.com,,https://www.instagram.com/bubaliblissstudios/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,10,overture:f77004c4-0c3b-443d-ace5-c1b5f3889ab5,Cabrera Chalet boutique Hotel,Cabrera,Dominican Republic,hotel,cabrera-chalet.com,+18493587219,http://www.cabrera-chalet.com/,cabrerafrontdesk@yahoo.com,,https://www.instagram.com/wix/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,11,overture:6853a809-c3cc-48d5-b68e-3cdbeded3c6e,Casa Condado Hotel & Residences,San Juan,Puerto Rico,hotel,casacondadohotel.com,+17872008482,http://www.casacondadohotel.com/,info@casacondadohotel.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,12,overture:167dba5c-224e-42aa-9c11-9e30dcfd26c4,Casa de Campo Resort - Villa Rental,La Romana,Dominican Republic,holiday_rental_home,casadecamporesort.com,+19784237446,http://www.casadecamporesort.com/,reservations@casadecamporesort.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,13,overture:7dd8d1ea-c696-495c-9a77-313da734e77d,Copamarina Beach Resort and Spa,Guánica,Puerto Rico,hotel,copamarina.com,+17878210505,http://www.copamarina.com/stay,reservations@copamarina.com,,https://www.instagram.com/copamarina/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,14,overture:81bdc339-cd0d-4c79-89f6-46c8b5f17718,Costa Bela Boutique Vacation Rentals,Isabela,Puerto Rico,hotel,costabelapr.com,+14154248500,http://www.costabelapr.com/,costabelapr@gmail.com,,https://www.instagram.com/costabelapr/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,15,overture:510ffd13-4b7d-42d8-bf6d-31279a91e968,Caribbean Palm Village Resort,Noord,Aruba,resort,cpvr.com,+2975262700,http://www.cpvr.com/,info@cpvr.com,,https://www.instagram.com/cpvraruba/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,16,overture:49b6e66f-84ae-45c3-b611-93c753a3df15,Arecibo Vacation Rental Property,Arecibo,Puerto Rico,holiday_rental_home,discoverpuertorico.com,+12392463634,http://discoverpuertorico.com/,catherinesantiag73@gmail.com,,https://www.instagram.com/discoverpuertorico/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,17,overture:97c8014a-1996-46d6-8d25-544e0eddcad0,Divi Dutch Village Beach Resort,Aruba,Aruba,hotel,diviresorts.com,+2975835000,https://www.diviresorts.com/divi-dutch-village-beach-resort.htm?WT.mc_id=PS_facebook-2025,media@diviresorts.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,18,overture:6e5adac0-ce43-4356-87a5-c661adb96d8d,Don Rafa Boutique Hotel & Residences,San Juan,Puerto Rico,hotel,donrafaboutiquehotel.com,+17873033350,https://donrafaboutiquehotel.com/,reservations@donrafaboutiquehotel.com,,https://www.instagram.com/donrafaboutiquehotel/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,19,overture:1a053be1-90d9-43fa-aee4-a533fd6be240,Dorado Beach Plantation Resort Residences,Dorado,Puerto Rico,hotel,doradobeachrentals.com,+17876261001,http://doradobeachrentals.com/,doradobeachrentalsco@gmail.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,20,overture:d16fe263-d515-45bc-a3a7-820493e802b8,"Villas Amazona Las Terrenas, Samana Dominican Republic.",Las Terrenas,Dominican Republic,hotel,drparadise.com,,http://drparadise.com/,villasamazonard@gmail.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,21,overture:5d5abca5-eba4-4820-8263-a3d9c5c573c0,Golden Villas Aruba,Aruba,Aruba,hotel,goldenvillasaruba.com,+2975925533,http://www.goldenvillasaruba.com/,info@goldenvillasaruba.com,,https://www.instagram.com/goldenvillasaruba/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,22,overture:8540ccbe-2be9-4886-b920-dab3b275fe03,Villas Alegre,Cabo Rojo,Puerto Rico,hotel,hospederiavillaalegre.com,+17876909167,https://www.hospederiavillaalegre.com/,hospederiavillaalegre@gmail.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,23,overture:29cc6179-70e0-43f3-8602-ef520a170363,Santorini Villas,Santa Marta,Colombia,hotel,hotelsantorini.com.co,+54320263,http://www.hotelsantorini.com.co,reservas@hotelsantorini.com.co,,https://www.instagram.com/santorini_hoteles/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,24,overture:ee943963-4ef2-445e-b9d9-8b752bc30fe2,King's Hotel & Residences,Georgetown,GY,hotel,kingshotel.gy,+5922261684,http://www.kingshotel.gy/,reservations@kingshotel.gy,,,,,,B,MEDIUM,canonical_delta
delta-github-run-31861026561-001.jsonl,25,overture:42039e1b-fae1-4c91-b92f-5c5f954219fb,Villa Glorimer Lake House Retreat,Guayama,Puerto Rico,hotel,lakehousepr.com,+17875303637,http://lakehousepr.com/,vglakehouseretreat@gmail.com,,https://www.instagram.com/villaglorimer/,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,26,overture:ff96ff9b-3334-49c3-8c3f-62b18f62fdcf,La Mar Villa Rentals,Monterrico,Guatemala,real_estate_service,lamarmonterrico.com,+50222790985,https://lamarmonterrico.com/,reservas@lamarmonterrico.com,,https://www.instagram.com/lamarvillarentals/,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,27,overture:6643f377-ea59-4216-94e3-ed9082e3d554,Las Galeras Village Ecolodge,Samaná,Dominican Republic,hotel,lasgalerasvillage.com,+18294485232,http://www.lasgalerasvillage.com/,lasgalerasvillage@gmail.com,,,,,,B,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,28,overture:ecd61399-a396-4d37-9d8e-fedf34aca374,Villas Le Suisse Monterrico,Taxisco,Guatemala,beach_resort,lesuissespa.com,+50244000000,https://lesuissespa.com/playa-monterico/,cabos@lesuissespa.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,29,overture:fdc2a2f8-87f2-4596-a6ca-0aff6c69e7fb,Los Flamencos Aparthotel,San Rafael del Yuma,Dominican Republic,hotel,losflamencosaparthotel.com,+18494554779,http://www.losflamencosaparthotel.com/,info@losflamencosaparthotel.com,,,,,,A,HIGH,canonical_delta
delta-github-run-31861026561-001.jsonl,30,overture:86e1cecb-2ec1-4acf-9d37-4dccfe632a17,La Casa Blanca,Samaná,Dominican Republic,lodging,luxuryvillarental-samanadominicanrepublic.com,+18297128101,http://www.luxuryvillarental-samanadominicanrepublic.com/,casablanca.villarental@gmail.com,,,,,,A,HIGH,canonical_delta
