	B	78	Altenberg	Germany	Winterwelt Rehefeld		ski_resort	Am Donnerberg									overture:60b465f7-4398-4481-92c3-c0b90b459352	2026-08-15T03:57:46Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.winterwelt-rehefeld.de/	mail@winterwelt-rehefeld.de									Permissive	Qualification	https://explore.overturemaps.org/#id=60b465f7-4398-4481-92c3-c0b90b459352	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:60b465f7-4398-4481-92c3-c0b90b459352	winterwelt-rehefeld.de		winterwelt rehefeld	Altenberg	Germany	PERMISSIVE	domain:winterwelt-rehefeld.de
	B	78	Kuopio	Finland	Puijon kisat		ski_resort										overture:7b1155af-3bd4-4275-9f88-f7febce3eaef	2026-08-15T03:57:46Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.puijonkisat.fi/	puijonkisat@gmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=7b1155af-3bd4-4275-9f88-f7febce3eaef	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:7b1155af-3bd4-4275-9f88-f7febce3eaef	puijonkisat.fi		puijon kisat	Kuopio	Finland	PERMISSIVE	domain:puijonkisat.fi
	B	78	Plungė	Lithuania	Mortos Kalns		ski_resort	Plunge rajonas									overture:e8259925-23b1-490b-936d-9424c198b4d3	2026-08-15T03:57:46Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.mortoskalns.lt/	sauliusplunge@yahoo.com									Permissive	Qualification	https://explore.overturemaps.org/#id=e8259925-23b1-490b-936d-9424c198b4d3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:e8259925-23b1-490b-936d-9424c198b4d3	mortoskalns.lt		mortos kalns	Plungė	Lithuania	PERMISSIVE	domain:mortoskalns.lt
	B	78	Gol	Norway	Solseter		ski_resort	Valdresvegen 810									overture:ccf01ed0-9a66-4665-a18c-c5f9196b7892	2026-08-15T03:57:46Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://langrenn.golil.no/	post@golil.no									Permissive	Qualification	https://explore.overturemaps.org/#id=ccf01ed0-9a66-4665-a18c-c5f9196b7892	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:ccf01ed0-9a66-4665-a18c-c5f9196b7892	golil.no		solseter	Gol	Norway	PERMISSIVE	domain:golil.no
	B	78	San Pedro Pochutla	Mexico	Villas Mykonos		hotel	Puerto Angel									overture:ef36db2c-3f6d-475e-b63a-463a6a24a3ec	2026-08-15T03:22:35Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villasmykonos.com/	villasmykonosmex@gmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=ef36db2c-3f6d-475e-b63a-463a6a24a3ec	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:ef36db2c-3f6d-475e-b63a-463a6a24a3ec	villasmykonos.com		villas mykonos	San Pedro Pochutla	Mexico	PERMISSIVE	domain:villasmykonos.com
	B	78	San Miguel de Allende	Mexico	Casa Del Alma, San Miguel de Allende		hotel	Calle del Vergel 10									overture:4d3232b0-2151-4638-b516-e4e15aa16e7b	2026-08-15T02:43:51Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://casadelalma.com/	info@casadelalma.com									Medium	Recall-first	https://explore.overturemaps.org/#id=4d3232b0-2151-4638-b516-e4e15aa16e7b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:4d3232b0-2151-4638-b516-e4e15aa16e7b	casadelalma.com		casa del alma san miguel de allende	San Miguel de Allende	Mexico	MEDIUM	domain:casadelalma.com
	B	78	La Paz	Mexico	Vista Coral Oceanfront Residences		holiday_rental_home	Boulevard General Manuel Márquez de León 2415									overture:7b01504c-2feb-4ff4-ae5a-e1ac78a474b0	2026-08-15T01:48:35Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.vistacoral.com/	ventasvistacoral@outlook.com									Medium	Recall-first	https://explore.overturemaps.org/#id=7b01504c-2feb-4ff4-ae5a-e1ac78a474b0	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:7b01504c-2feb-4ff4-ae5a-e1ac78a474b0	vistacoral.com		vista coral oceanfront residences	La Paz	Mexico	MEDIUM	domain:vistacoral.com
	B	78	Криводол	Bulgaria	Granity Luxury Villa		hotel	Улица 23-ти септември 13									overture:a4e6a160-dc11-4175-89b4-b7fe76a8ca83	2026-08-15T01:42:34Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://fb.me/GranityLuxuryVilla	granityluxuryvilla@gmail.com									High	Verified	https://explore.overturemaps.org/#id=a4e6a160-dc11-4175-89b4-b7fe76a8ca83	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:a4e6a160-dc11-4175-89b4-b7fe76a8ca83	fb.me		granity luxury villa	Криводол	Bulgaria	HIGH	domain:fb.me
	B	78	Zagreb	Croatia	Skijalište Sljeme		ski_resort	Park Prirode Medvednica									overture:a18ae2cc-9a39-4709-8b6c-92d8377531e8	2026-08-15T01:39:26Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.sljeme.hr/default.aspx?id=28	skijanje@sljeme.hr									Medium	Recall-first	https://explore.overturemaps.org/#id=a18ae2cc-9a39-4709-8b6c-92d8377531e8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:a18ae2cc-9a39-4709-8b6c-92d8377531e8	sljeme.hr		skijaliste sljeme	Zagreb	Croatia	MEDIUM	domain:sljeme.hr
	B	78	Marrakesh	Morocco	Rose Garden Resort & Spa		hotel	Ouaha Sidi Brahim 1									overture:f41b5367-3ca8-445a-b1c2-857b22b7b8df	2026-08-15T01:26:12Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.resortrose.com/	info@resortrose.com									High	Verified	https://explore.overturemaps.org/#id=f41b5367-3ca8-445a-b1c2-857b22b7b8df	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f41b5367-3ca8-445a-b1c2-857b22b7b8df	resortrose.com		rose garden resort spa	Marrakesh	Morocco	HIGH	domain:resortrose.com
	B	78	Murcia	Spain	Peraleja Golf Villas		hotel	Carretera Sucina, 9									overture:1b6d296a-41ef-4812-8a27-55c7589346f1	2026-08-15T01:26:12Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.peralejagolf.com/	info@peralejagolf.com									Medium	Recall-first	https://explore.overturemaps.org/#id=1b6d296a-41ef-4812-8a27-55c7589346f1	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:1b6d296a-41ef-4812-8a27-55c7589346f1	peralejagolf.com		peraleja golf villas	Murcia	Spain	MEDIUM	domain:peralejagolf.com
	B	78	Cohennoz	France	Le Cernix Val D'Arly Savoie		ski_resort										overture:f871aa79-b10d-4845-9d80-118bcb2e075a	2026-08-15T01:26:12Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.lecernix.com/	contact@lecernix.com									Medium	Recall-first	https://explore.overturemaps.org/#id=f871aa79-b10d-4845-9d80-118bcb2e075a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f871aa79-b10d-4845-9d80-118bcb2e075a	lecernix.com		le cernix val d arly savoie	Cohennoz	France	MEDIUM	domain:lecernix.com
	B	78	Tignes	France	Espace killy		ski_resort										overture:917fefe4-7d5b-49af-99ff-f7f27fa80b6a	2026-08-15T01:26:12Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.espacekilly.com/	espacekilly73@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=917fefe4-7d5b-49af-99ff-f7f27fa80b6a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:917fefe4-7d5b-49af-99ff-f7f27fa80b6a	espacekilly.com		espace killy	Tignes	France	MEDIUM	domain:espacekilly.com
	B	78	Le Sappey-en-Chartreuse	France	Esf Le Sappey En Chartreuse - Col de porte		ski_resort	Jaillieres									overture:8a242b21-53e3-45f7-ac14-c62fa63ff51f	2026-08-15T01:26:12Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.esf-sappey.com/	contact@esf-sappey.com									Medium	Recall-first	https://explore.overturemaps.org/#id=8a242b21-53e3-45f7-ac14-c62fa63ff51f	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:8a242b21-53e3-45f7-ac14-c62fa63ff51f	esf-sappey.com		esf le sappey en chartreuse col de porte	Le Sappey-en-Chartreuse	France	MEDIUM	domain:esf-sappey.com
	B	78	Bukowina Tatrzańska	Poland	Białka Tatrzańska - Kotelnica Białczańska		ski_resort	ulica Środkowa 181									overture:92bba801-f607-4880-8cec-fc70ba4eb3fd	2026-08-15T01:26:12Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://bialkatatrzanska.pl/	bok@bialkatatrzanska.pl									Medium	Recall-first	https://explore.overturemaps.org/#id=92bba801-f607-4880-8cec-fc70ba4eb3fd	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:92bba801-f607-4880-8cec-fc70ba4eb3fd	bialkatatrzanska.pl		biaka tatrzanska kotelnica biaczanska	Bukowina Tatrzańska	Poland	MEDIUM	domain:bialkatatrzanska.pl
	B	78	Forte dei Marmi	Italy	Villa Costanza Boutique Hotel		hotel	Via Giuseppe Mazzini, 45									overture:83496725-5061-4610-9200-9c0b1e990e7f	2026-08-15T01:23:42Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.villacostanzaboutiquehotel.com/	info@villacostanzaboutiquehotel.com									High	Verified	https://explore.overturemaps.org/#id=83496725-5061-4610-9200-9c0b1e990e7f	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:83496725-5061-4610-9200-9c0b1e990e7f	villacostanzaboutiquehotel.com		villa costanza boutique hotel	Forte dei Marmi	Italy	HIGH	domain:villacostanzaboutiquehotel.com
	B	78	Πέτρα	Greece	Birds Bay, Lesvos - Boutique Seaside Resort		beach_resort	Avlaki									overture:04de243c-b8a5-479a-baf6-1fef7fa1a4a0	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.birdsbay.gr/	info@birdsbay.gr									High	Verified	https://explore.overturemaps.org/#id=04de243c-b8a5-479a-baf6-1fef7fa1a4a0	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:04de243c-b8a5-479a-baf6-1fef7fa1a4a0	birdsbay.gr		birds bay lesvos boutique seaside resort	Πέτρα	Greece	HIGH	domain:birdsbay.gr
	B	78	Mosciano Sant'Angelo	Italy	Amati Wellness Luxury Resort		resort	Contrada Santa Maria Assunta, 42									overture:a15f4db5-16e6-4ef7-996f-b6bb9a5aac64	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.amatiresort.com/	info@amatiresort.com									Medium	Recall-first	https://explore.overturemaps.org/#id=a15f4db5-16e6-4ef7-996f-b6bb9a5aac64	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:a15f4db5-16e6-4ef7-996f-b6bb9a5aac64	amatiresort.com		amati wellness luxury resort	Mosciano Sant'Angelo	Italy	MEDIUM	domain:amatiresort.com
