file	line	dedupe_key	domain	phone_norm	name_norm	market	country	name	category	address	website	public_email	public_phone	contact_page	instagram	facebook	whatsapp	portfolio_url	source_url	overture_id	fit	operator_score	premium_score	live_status	record_type
delta-github-run-31861026561-009.jsonl	11	domain:abcpropertymanagement.net	abcpropertymanagement.net	13017595860	abc property management	Cumberland	USA	ABC Property Management	property_management	213 Virginia Ave, Cumberland, MD	https://abcpropertymanagement.net/	kaitlin@abcpropertymanagement.net	+13017595860						https://explore.overturemaps.org/#id=5dec90f9-4972-4391-85c3-dcb7c0548080	5dec90f9-4972-4391-85c3-dcb7c0548080		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	12	domain:abjprop.com	abjprop.com	7138800004	abj property management	Houston	USA	ABJ Property Management	property_management	1333 W 25th St, Houston, TX	http://www.abjprop.com	dsawicki@abjprop.com	(713) 880-0004						https://explore.overturemaps.org/#id=7e14b8ac-f977-44f6-ba6b-d39cd97ecbe4	7e14b8ac-f977-44f6-ba6b-d39cd97ecbe4		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	13	domain:abodiaproperties.com	abodiaproperties.com	19194601990	abodia property management llc	Cary	USA	Abodia Property Management LLC	property_management	120 Dry Ave, Cary, NC	http://www.abodiaproperties.com/	info@abodiaproperties.com	+19194601990						https://explore.overturemaps.org/#id=7f9b790a-e4e8-4478-af0d-d83cac226bb9	7f9b790a-e4e8-4478-af0d-d83cac226bb9		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	14	domain:accentforlease.com	accentforlease.com	19189916722	accent property management services	Tulsa	USA	Accent Property Management Services	property_management	4625 S Harvard Ave, Tulsa, OK	http://www.accentforlease.com/	info@accentforlease.com	+19189916722						https://explore.overturemaps.org/#id=078bf193-16eb-43f9-ae68-5d8a74f094ff	078bf193-16eb-43f9-ae68-5d8a74f094ff		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	15	domain:accpmgroup.com	accpmgroup.com	18775141516	accelerated property management group	North Little Rock	USA	Accelerated Property Management Group	property_management	3021 E Broadway Ave, North Little Rock, AR	http://www.accpmgroup.com/	admin@accpmgroup.com	+18775141516						https://explore.overturemaps.org/#id=c0477dfd-0080-43ee-b13f-19ec5884189d	c0477dfd-0080-43ee-b13f-19ec5884189d		75	0	MEDIUM	
delta-github-run-31861026561-009.jsonl	16	domain:acropolisoceanfront.com	acropolisoceanfront.com	16095225400	acropolis oceanfront resort	North Wildwood	USA	Acropolis Oceanfront Resort	resort	300 John F Kennedy Blvd, North Wildwood, NJ	http://www.acropolisoceanfront.com/	n.konides@acropolisoceanfront.com	+16095225400		https://www.instagram.com/acropolisoceanfront/				https://explore.overturemaps.org/#id=d7bf178b-2d9f-49aa-9ad8-092041b09551	d7bf178b-2d9f-49aa-9ad8-092041b09551		0	44	HIGH	
delta-github-run-31861026561-009.jsonl	17	domain:adventuresawaitva.com	adventuresawaitva.com	8047610384	adventures await cabin rentals	Luray	USA	Adventures Await Cabin Rentals	shopping	445 Michaels Rd, Luray, VA	http://www.adventuresawaitva.com	reservations@adventuresawaitva.com	(804) 761-0384						https://explore.overturemaps.org/#id=abcea7a0-4758-48cc-ba80-9c4921083ead	abcea7a0-4758-48cc-ba80-9c4921083ead		75	0	HIGH	
delta-github-run-31861026561-009.jsonl	18	domain:ahpm.biz	ahpm.biz	18779317368	american heritage property management	Chambersburg	USA	American Heritage Property Management	property_management	70 W King St, Chambersburg, PA	http://www.ahpm.biz/	tmorgan@ahpm.biz	+18779317368		https://www.instagram.com/americanheritage131/				https://explore.overturemaps.org/#id=7d8f0589-813f-427e-a1d9-2488b2d21e33	7d8f0589-813f-427e-a1d9-2488b2d21e33		75	0	MEDIUM	
delta-github-run-31861026561-009.jsonl	19	domain:ala-inc.com	ala-inc.com	15403493000	aubinoe property management	Warrenton	USA	Aubinoe Property Management	property_management	114 Waterloo St, Warrenton, VA	http://www.ala-inc.com	info@ala-inc.com	+15403493000						https://explore.overturemaps.org/#id=c606174d-eff7-4cc4-97d3-e858eac369f1	c606174d-eff7-4cc4-97d3-e858eac369f1		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	20	domain:allcountyheartland.com	allcountyheartland.com	14054448844	all county heartland property management	Oklahoma City	USA	All County Heartland Property Management	property_management	5909 NW Expressway, Oklahoma City, OK	https://www.allcountyheartland.com/	contacts@allcountyheartland.com	+14054448844						https://explore.overturemaps.org/#id=3f001b4b-06f1-4f72-a14c-85d633fd3a49	3f001b4b-06f1-4f72-a14c-85d633fd3a49		75	0	MEDIUM	
delta-github-run-31861026561-009.jsonl	21	domain:allsourcepm.com	allsourcepm.com	12815281400	allsource property management	Houston	USA	Allsource Property Management	property_management	5850 San Felipe St, Houston, TX	http://allsourcepm.com/	info@allsourcepm.com	+12815281400						https://explore.overturemaps.org/#id=4ad4dde9-7135-4394-abce-342f4fc603cd	4ad4dde9-7135-4394-abce-342f4fc603cd		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	22	domain:anchorsaweighvr.com	anchorsaweighvr.com	18588889836	anchors aweigh vacation homes	San Diego	USA	Anchors Aweigh Vacation Homes	holiday_rental_home	753 York Ct, San Diego, CA	http://www.anchorsaweighvr.com/	anchorsaweighvr@gmail.com	+18588889836						https://explore.overturemaps.org/#id=ee5ac0a5-b9e1-4c3d-ae4a-aee9307f86e5	ee5ac0a5-b9e1-4c3d-ae4a-aee9307f86e5		87	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	23	domain:antietampm.com	antietampm.com	3017977295	antietam property management	Hagerstown	USA	Antietam Property Management	real_estate_agent	19833 Leitersburg Pike Ste 3, Hagerstown, MD	http://www.antietampm.com	info@antietampm.com	(301) 797-7295						https://explore.overturemaps.org/#id=d09508dd-6e89-4826-ad98-cbe48f85893a	d09508dd-6e89-4826-ad98-cbe48f85893a		75	12	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	24	domain:aparthotelsantabarbara.com	aparthotelsantabarbara.com	50431653256	aparthotel santa b rbara	El Paraíso	Honduras	Aparthotel Santa Bárbara	hotel	Carretera panamericana, que conduce de Danli hacia la ciudad d el del Para, El Paraíso	http://aparthotelsantabarbara.com/	aparthotelsantabarbara@gmail.com	+50431653256						https://explore.overturemaps.org/#id=fea8fec3-fc0c-4768-9c64-bdabfbf45803	fea8fec3-fc0c-4768-9c64-bdabfbf45803		60	10	HIGH	
delta-github-run-31861026561-009.jsonl	25	domain:apmmonroe.com	apmmonroe.com	13183880547	apm advanced property management	Monroe	USA	APM- Advanced Property Management	property_management	2115 Justice St, Monroe, LA	http://www.apmmonroe.com/	leasing.apm@gmail.com	+13183880547						https://explore.overturemaps.org/#id=fb6f979e-13ef-4a44-9307-7fb3fd99c073	fb6f979e-13ef-4a44-9307-7fb3fd99c073		75	0	MEDIUM	
delta-github-run-31861026561-009.jsonl	26	domain:appfolio.com	appfolio.com	15805121391	cornerstone real estate group property management	Lawton	USA	Cornerstone Real Estate Group & Property Management	real_estate_service	813 SW B Ave, Lawton, OK	https://cornerstoneteam.appfolio.com/listings	cornerstonepmt@gmail.com	+15805121391						https://explore.overturemaps.org/#id=12f07d58-e190-4c71-97dc-3dd7d78a7717	12f07d58-e190-4c71-97dc-3dd7d78a7717		75	12	MEDIUM	
delta-github-run-31861026561-009.jsonl	27	domain:ar-property.com	ar-property.com	15018517771	arkansas property management real estate	Maumelle	USA	Arkansas Property Management & Real Estate	property_management	804 Edgewood Dr, Maumelle, AR	http://www.ar-property.com/	amanda@ar-property.com	+15018517771		https://www.instagram.com/yourlrrealtor/				https://explore.overturemaps.org/#id=02d40d05-6c2e-484b-be49-55d34015ad2e	02d40d05-6c2e-484b-be49-55d34015ad2e		75	12	MEDIUM	
delta-github-run-31861026561-009.jsonl	28	domain:arkmanagementpa.com	arkmanagementpa.com	17179001984	ark property management and sales	York	USA	ARK Property Management and Sales	property_management	325 Cottage Hill Rd, York, PA	http://www.arkmanagementpa.com/	office@arkmanagementpa.com	+17179001984						https://explore.overturemaps.org/#id=a8f1e0e0-b4c0-427a-be70-9f6e55bccf93	a8f1e0e0-b4c0-427a-be70-9f6e55bccf93		75	0	MEDIUM	
delta-github-run-31861026561-009.jsonl	29	domain:arlingtonpropertymgmt.com	arlingtonpropertymgmt.com	17032373333	arlington property management lc	Arlington	USA	Arlington Property Management Lc	property_management	5539 Langston Blvd, Arlington, VA	http://www.arlingtonpropertymgmt.com/	info@arlingtonpropertymgmt.com	+17032373333						https://explore.overturemaps.org/#id=ee0e0931-91e4-4688-a484-f2105705751a	ee0e0931-91e4-4688-a484-f2105705751a		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	30	domain:arrowheadrentalagency.com	arrowheadrentalagency.com	19093377368	arrowhead rental agency	Lake Arrowhead	USA	Arrowhead Rental Agency	holiday_rental_home	26816 HWY 189, Lake Arrowhead, CA	http://www.arrowheadrentalagency.com/	rental@arrowheadrentalagency.com	+19093377368		https://www.instagram.com/theprimeteam/				https://explore.overturemaps.org/#id=3ec00b29-d739-4c0f-b442-d9a297f5f982	3ec00b29-d739-4c0f-b442-d9a297f5f982		60	0	HIGH	
delta-github-run-31861026561-009.jsonl	31	domain:aspiredpm.com	aspiredpm.com	13017773033	aspired property management	Cumberland	USA	Aspired Property Management	property_management	216 N Mechanic St, Cumberland, MD	http://www.aspiredpm.com/	dayna.aspiredpm@gmail.com	+13017773033						https://explore.overturemaps.org/#id=d27fe470-7c53-4664-a255-84393d3cbd73	d27fe470-7c53-4664-a255-84393d3cbd73		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	32	domain:asresidence.com	asresidence.com	5378612898	as boutique residence	Ciudad de la Habana	CU	AS Boutique Residence	hotel	258 Jesús María, Ciudad de la Habana	http://www.asresidence.com/	reservations@asresidence.com	+5378612898		https://www.instagram.com/asboutiqueresidence/				https://explore.overturemaps.org/#id=8652a7b5-221f-41c9-81ab-da673efd5a77	8652a7b5-221f-41c9-81ab-da673efd5a77		0	34	HIGH	
delta-github-run-31861026561-009.jsonl	33	domain:assetpropertymanagers.com	assetpropertymanagers.com	15404317960	asset property management	Winchester	USA	Asset Property Management	property_management	136 S Loudoun St, Winchester, VA	http://assetpropertymanagers.com/	info@assetpropertymanagers.com	+15404317960		https://www.instagram.com/assetpropertymanagement/				https://explore.overturemaps.org/#id=cbe2329d-ae61-45a9-926a-7b420a0e732b	cbe2329d-ae61-45a9-926a-7b420a0e732b		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	34	domain:associatespropertymanagement.com	associatespropertymanagement.com	12403014877	associates property management	White Plains	USA	Associates Property Management	property_management	10515 Theodore Green Blvd, White Plains, MD	http://associatespropertymanagement.com/	apm9901@gmail.com	+12403014877						https://explore.overturemaps.org/#id=cded886b-e6e3-4513-9e41-0d5b42616170	cded886b-e6e3-4513-9e41-0d5b42616170		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	35	domain:athomerental.com	athomerental.com	19185680673	at home rental management	Tulsa	USA	At Home Rental Management	property_management	7633 E 63rd Pl S, Tulsa, OK	http://Www.athomerental.com/	info@athomerental.com	+19185680673		https://www.instagram.com/tulsaathomerental/				https://explore.overturemaps.org/#id=89b3fbb8-15c1-4d85-8780-0020ab47d634	89b3fbb8-15c1-4d85-8780-0020ab47d634		60	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	36	domain:atlanticbeacon.com	atlanticbeacon.com	18043597368	atlantic beacon management	Richmond	USA	Atlantic Beacon Management	property_management	3101 Cutshaw Ave, Richmond, VA	http://www.atlanticbeacon.com/	maureen@atlanticbeacon.com	+18043597368						https://explore.overturemaps.org/#id=b8c5aecc-ec3a-4cfb-8dec-f14198f57431	b8c5aecc-ec3a-4cfb-8dec-f14198f57431		60	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	37	domain:atlasrealtyca.com	atlasrealtyca.com	16196094100	atlas realty property management	Temecula	USA	Atlas Realty & Property Management	real_estate_service	31805 Temecula Pkwy, Temecula, CA	http://www.AtlasRealtyCa.com/	carlos@atlasrealtyca.com	+16196094100						https://explore.overturemaps.org/#id=9a19cca2-7b4a-4144-8ecd-cdaf4ade8ae4	9a19cca2-7b4a-4144-8ecd-cdaf4ade8ae4		75	12	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	38	domain:avalonrentals.com	avalonrentals.com	16099671000	avalon vacation rentals	Avalon	USA	Avalon Vacation Rentals	real_estate_service	2789 Dune Dr, Avalon, NJ	https://avalonrentals.com/	danielle@avalonrentals.com	+16099671000		https://www.instagram.com/avalonnjhomes/				https://explore.overturemaps.org/#id=8771e055-4877-42d6-82af-c3ceb1682c2d	8771e055-4877-42d6-82af-c3ceb1682c2d		87	12	HIGH	
delta-github-run-31861026561-009.jsonl	39	domain:avantpropertymanagement.com	avantpropertymanagement.com	16262915803	new century commercial property management	San Gabriel	USA	New Century Commercial & Property Management	property_management	960 E Las Tunas Dr, San Gabriel, CA	http://www.AvantPropertyManagement.com/	avantpm@gmail.com	+16262915803						https://explore.overturemaps.org/#id=daad6bb9-eff0-4e73-819a-3cc9631ddb78	daad6bb9-eff0-4e73-819a-3cc9631ddb78		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	40	domain:avexgroup.com	avexgroup.com	2146968100	avex property management	Plano	USA	Avex Property Management	property_management	5953 Dallas Pkwy Ste 200, Plano, TX	http://www.avexgroup.com/leadership.html	info@avexgroup.com	(214) 696-8100						https://explore.overturemaps.org/#id=2a41a03c-c27e-4c60-a279-ae3c1ce06939	2a41a03c-c27e-4c60-a279-ae3c1ce06939		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	41	domain:bajaoffthegrid.com	bajaoffthegrid.com	16196634480	baja off the grid ocean resort and retreat center	Ensenada	Mexico	Baja Off the Grid Ocean Resort and Retreat Center	hotel	Baja Bend 1, Ensenada	http://www.bajaoffthegrid.com/	info@bajaoffthegrid.com	+16196634480		https://www.instagram.com/bajaoffthegrid/				https://explore.overturemaps.org/#id=c22a270a-2935-4247-98cb-8088b53cc03a	c22a270a-2935-4247-98cb-8088b53cc03a		0	34	HIGH	
delta-github-run-31861026561-009.jsonl	42	domain:balharbourhotels.com	balharbourhotels.com	16095223343	bal harbour oceanfront hotel	Wildwood Crest	USA	Bal Harbour Oceanfront Hotel	resort	508 E Stanton Rd, Wildwood Crest, NJ	http://www.balharbourhotels.com/	reservations@balharbourhotels.com	+16095223343						https://explore.overturemaps.org/#id=dec33498-c705-4fd1-b8fa-c272d4638c9b	dec33498-c705-4fd1-b8fa-c272d4638c9b		0	44	HIGH	
delta-github-run-31861026561-009.jsonl	43	domain:bankspropertymanagement.com	bankspropertymanagement.com	15403727272	banks property management and sales	Fredericksburg	USA	Banks Property Management and Sales	real_estate_service	181 Kings Hwy, Fredericksburg, VA	https://www.bankspropertymanagement.com/	merlyn.banks@bankspropertymanagement.com	+15403727272						https://explore.overturemaps.org/#id=02568e92-51f6-48b3-a0df-1d57df1b4002	02568e92-51f6-48b3-a0df-1d57df1b4002		75	12	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	44	domain:banneroasispm.com	banneroasispm.com	18588691224	banner oasis property management	La Jolla	USA	Banner Oasis Property Management	property_management	4275 Executive Sq, La Jolla, CA	http://www.banneroasispm.com/	support@banneroasispm.com	+18588691224						https://explore.overturemaps.org/#id=4279f2bc-8491-4865-a421-ea5b2ff4f667	4279f2bc-8491-4865-a421-ea5b2ff4f667		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	45	domain:barkerbr.com	barkerbr.com	12253348285	barker property management commercial real estate	Baton Rouge	USA	Barker Property Management & Commercial Real Estate	commercial_real_estate	9141 Interline Ave, Baton Rouge, LA	http://barkerbr.com/	branden@barkerbr.com	+12253348285		https://www.instagram.com/barkerpropertymanagement/				https://explore.overturemaps.org/#id=34abc354-10a4-490f-abda-834c60c3616e	34abc354-10a4-490f-abda-834c60c3616e		75	12	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	46	domain:baypmva.com	baypmva.com	18046949033	bay property management llc	Deltaville	USA	Bay Property Management, LLC	property_management	17229 General Puller Hwy, Deltaville, VA	http://baypmva.com/	info@baypmva.com	+18046949033		https://www.instagram.com/baypmva/				https://explore.overturemaps.org/#id=966f7d7b-3c5f-470d-b839-3457f1555f71	966f7d7b-3c5f-470d-b839-3457f1555f71		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	47	domain:bayresort.com	bayresort.com	18006410011	the bay resort	Dewey Beach	USA	The Bay Resort	hotel	126 Bellevue St, Dewey Beach, DE	https://www.bayresort.com/?WT.mc_id=brh-fb-listing	info@bayresort.com	+18006410011		https://www.instagram.com/bayresortde/				https://explore.overturemaps.org/#id=049078a8-1ef5-411f-aba3-27c9d5164418	049078a8-1ef5-411f-aba3-27c9d5164418		0	34	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	48	domain:bayviewoasis.com	bayviewoasis.com	16107613699	bayview oasis cape may county vacation rental	Cape May Court House	USA	Bayview Oasis: Cape May County Vacation Rental	real_estate_service	126 Reeds Beach Rd, Cape May Court House, NJ	http://www.bayviewoasis.com/	bayviewoasis126@gmail.com	+16107613699		https://www.instagram.com/bayviewoasisnj/				https://explore.overturemaps.org/#id=9b72c854-8623-4a4a-9542-a660e48d401c	9b72c854-8623-4a4a-9542-a660e48d401c		75	12	HIGH	
delta-github-run-31861026561-009.jsonl	49	domain:bcpropertym.com	bcpropertym.com	5016655301	b c property management llc	Little Rock	USA	B & C Property Management, LLC	property_management	6834 Cantrell Rd, Little Rock, AR	http://Bcpropertym.com/	manager@bcpropertym.com	+5016655301						https://explore.overturemaps.org/#id=59bf708f-d6db-41f9-82e7-93151958462f	59bf708f-d6db-41f9-82e7-93151958462f		75	0	PERMISSIVE	
delta-github-run-31861026561-009.jsonl	50	domain:beachwalkvillas.net	beachwalkvillas.net	17607201400	beachwalk villas	Carlsbad	USA	Beachwalk Villas	holiday_rental_home	3100 Ocean St, Carlsbad, CA	http://www.beachwalkvillas.net/	reservations@beachwalkvillas.net	+17607201400						https://explore.overturemaps.org/#id=5be89137-22e6-43c1-b868-43869b78290b	5be89137-22e6-43c1-b868-43869b78290b		87	24	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	1	domain:bearingpointproperties.com	bearingpointproperties.com	12254083856	bearing point property management	Baton Rouge	USA	Bearing Point Property Management	property_management	6859 Jefferson Hwy, Baton Rouge, LA	https://bearingpointproperties.com/	info@bearingpointproperties.com	+12254083856		https://www.instagram.com/bearingpointprops/				https://explore.overturemaps.org/#id=fb2e814c-b371-4277-a55e-e4ebc5263aae	fb2e814c-b371-4277-a55e-e4ebc5263aae		75	0	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	2	domain:beechtreepm.com	beechtreepm.com	17032599011	beech tree property management	Chantilly	USA	Beech Tree Property Management	property_management	5160 Parkstone Dr, Chantilly, VA	https://beechtreepm.com/	info@beechtreepm.com	+17032599011		https://www.instagram.com/beechtreepropertymanagement/				https://explore.overturemaps.org/#id=79891ab1-9788-45a9-b511-2ae2e91e7396	79891ab1-9788-45a9-b511-2ae2e91e7396		75	0	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	3	domain:bellafer.com	bellafer.com	526611520029	bellafer collection hotel	Municipio de Playas de Rosarito	Mexico	Bellafer Collection Hotel	resort	Aguamarina, Av. Puntazul 10, Municipio de Playas de Rosarito	https://www.bellafer.com/	info@bellafer.com	+526611520029						https://explore.overturemaps.org/#id=3d58bb5c-5e55-41a7-84ad-3918e0f9586a	3d58bb5c-5e55-41a7-84ad-3918e0f9586a		0	44	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	4	domain:bergenproperties.com	bergenproperties.com	14052564466	bergen property management	Norman	USA	Bergen Property Management	property_management	1529 24th Ave SW, Norman, OK	http://www.bergenproperties.com	rentbergen@gmail.com	+14052564466						https://explore.overturemaps.org/#id=2df767ee-f44e-46ae-892a-cb8c2bd239bf	2df767ee-f44e-46ae-892a-cb8c2bd239bf		75	0	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	5	domain:bestpropertymanagementllc.com	bestpropertymanagementllc.com	12142285553	best property management	Flower Mound	USA	Best Property Management	property_management	4113 Liberty Ct, Flower Mound, TX	https://www.bestpropertymanagementllc.com/	bestpropertymanagementllc@gmail.com	+12142285553						https://explore.overturemaps.org/#id=208bc2c3-6893-4c6a-8d0c-071a54757114	208bc2c3-6893-4c6a-8d0c-071a54757114		75	0	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	6	domain:bethanybeachtownhouse.com	bethanybeachtownhouse.com	17035039044	eagles rest bethany beach vacation rental townhouse	Frankford	USA	Eagles Rest - Bethany Beach Vacation Rental Townhouse	holiday_rental_home	38903 Bay Point Ln, Frankford, DE	http://www.bethanybeachtownhouse.com/	info@bethanybeachtownhouse.com	+17035039044						https://explore.overturemaps.org/#id=22cf6494-168b-4c5f-85ff-3b9715bfb43c	22cf6494-168b-4c5f-85ff-3b9715bfb43c		75	0	HIGH	
delta-github-run-31861026561-010.jsonl	7	domain:bethfrazer.com	bethfrazer.com	2522491001	beth frazer associates vacation rentals	Oriental	USA	Beth Frazer & Associates Vacation Rentals	holiday_rental_home	502 Hodges St Ste 1, Oriental, NC	http://www.bethfrazer.com	beth@bethfrazer.com	(252) 249-1001						https://explore.overturemaps.org/#id=3532a5f4-8733-402f-93b6-ba94cbe92dce	3532a5f4-8733-402f-93b6-ba94cbe92dce		87	0	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	8	domain:bjandson.com	bjandson.com	14104631671	bj and son property management	Trappe	USA	BJ and Son Property Management	landscaping	29414 Howell Point Rd, Trappe, MD	https://www.bjandson.com/	bjandsonbiz@yahoo.com	+14104631671		https://www.instagram.com/bjandsonpropertymanagement/				https://explore.overturemaps.org/#id=72f92963-563f-4fb6-9d79-7f8b16b91fd6	72f92963-563f-4fb6-9d79-7f8b16b91fd6		75	0	PERMISSIVE	
delta-github-run-31861026561-010.jsonl	9	domain:blockingerpropertymanagement.com	blockingerpropertymanagement.com	14106153123	blockinger property management	Mt Airy	USA	Blockinger Property Management	property_management	1502 S Main St, Mt Airy, MD	http://www.blockingerpropertymanagement.com/	danblockinger@gmail.com	+14106153123						https://explore.overturemaps.org/#id=80ecbc4b-2388-493a-b0c2-5fb18f0b9002	80ecbc4b-2388-493a-b0c2-5fb18f0b9002		75	0	HIGH	
delta-github-run-31861026561-010.jsonl	10	domain:bluecastle.rentals	bluecastle.rentals	17035740991	mount vernon property management company	Alexandria	USA	Mount Vernon Property Management Company	property_management	201 N Union St, Alexandria, VA	http://bluecastle.rentals/	office@bluecastle.rentals	+17035740991						https://explore.overturemaps.org/#id=fa3f9eff-bd46-437d-a66d-2b2baceafe85	fa3f9eff-bd46-437d-a66d-2b2baceafe85		75	0	PERMISSIVE	
