6159	A	91	Hanalei	USA	Maluhia Hanalei Vacation Rental		holiday_rental_home	4495 Pilikoa St, Hanalei, HI	+14153101919	1			High				overture:b3673c08-c0d1-4d8d-a7b2-1b05a8072138	2026-08-15	New		http://hanaleivacationrental.com/	hanaleimagic@aol.com									Medium	Verified	https://explore.overturemaps.org/#id=b3673c08-c0d1-4d8d-a7b2-1b05a8072138		
6160	B	70	Santa Barbara	USA	Holly Honarvar - Director of Property Management		property_management	1435 Anacapa St, Santa Barbara	+18057059460	1			High				overture:1ae638c5-bce7-44a5-be60-66356d8ffa01	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.handhrealestateservices.com/	holly@handhrealestateservices.com									Medium	Recall-first	https://explore.overturemaps.org/#id=1ae638c5-bce7-44a5-be60-66356d8ffa01		
6161	B	78	Rancho Palos Verdes	USA	Harbor Property Management		property_management	29623 S Western Ave, Rancho Palos Verdes, CA	+14242874969	1			High				overture:7a720198-a498-458d-bd27-31ed01653036	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.harborpm.com/	info@harborpm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=7a720198-a498-458d-bd27-31ed01653036		
6162	A	88	Kamloops	Canada	Harper Mountain Ski and Snowboard		ski_resort	2042 Valleyview Dr, Kamloops, BC	+12508280608	1			High				overture:3b930a7d-30ab-40b2-a34e-1c21d103a358	2026-08-15	New		http://www.harpermountain.com/	harpermountain@gmail.com		https://www.instagram.com/harpermountain/							Medium	Verified	https://explore.overturemaps.org/#id=3b930a7d-30ab-40b2-a34e-1c21d103a358		
6163	B	70	Buda	USA	Havenpoint Property Management		real_estate_agent	1645 Main St Ste A, Buda, TX	(512) 618-5870	1			High				overture:c1fadd35-6c62-446d-8ebe-25aa49cac03e	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://havenpointpropertymanagement.com	havenpointpm@gmail.com		https://www.instagram.com/havenpointhm/							Medium	Recall-first	https://explore.overturemaps.org/#id=c1fadd35-6c62-446d-8ebe-25aa49cac03e		
6164	A	91	Honolulu	USA	Waikiki Vacation Rental		hotel	Royal Aloha, Honolulu, HI	+18083978222	1			High				overture:2e14ff35-62e2-46c1-a004-847aa72ec2c0	2026-08-15	New		Https://www.hawaii-paradise.com/	hawaiiparadiserental@gmail.com									Medium	Verified	https://explore.overturemaps.org/#id=2e14ff35-62e2-46c1-a004-847aa72ec2c0		
6165	B	78	Honolulu	USA	Hawaii Property Management Team		real_estate_service	500 Ala Moana Blvd, Honolulu, HI	+18083939800	1			High				overture:058e88c5-493a-43b2-b992-f48ac7ed4910	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://HawaiiPropertyManagementTeam.com/	pm@hawaiipropertymanagementteam.com		https://www.instagram.com/hawaiipropertymanagementteam/							Medium	Recall-first	https://explore.overturemaps.org/#id=058e88c5-493a-43b2-b992-f48ac7ed4910		
6166	B	78	Edmonton	Canada	Helm Property Management and Realty		property_management	15533 Stony Plain Rd NW, Edmonton, AB	+17804083082	1			High				overture:07ec91f7-2fee-456c-bd00-e054bea68ff3	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.helmproperty.com/	joelhelm@helmproperty.com									Medium	Recall-first	https://explore.overturemaps.org/#id=07ec91f7-2fee-456c-bd00-e054bea68ff3		
6167	B	78	Irvine	USA	Hermitage Property Management		property_management	2102 Business Center Dr, Irvine, CA	+19493002634	1			High				overture:cebcbac4-58f9-4296-b946-4c519adb1d47	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.HermitagePM.com/	mike@hermitagepm.com		https://www.instagram.com/hermitagepropertymanagement/							Medium	Recall-first	https://explore.overturemaps.org/#id=cebcbac4-58f9-4296-b946-4c519adb1d47		
6168	A	91	Libby	Canada	Heron's Roost Vacation Rental		hotel	293 FDR 228, Libby, MT	+14062933530	1			High				overture:01214248-2086-414e-bbde-d5e0bf45dad1	2026-08-15	New		http://www.heronsroost.com/	rgillan@heronsroost.com									High	Verified	https://explore.overturemaps.org/#id=01214248-2086-414e-bbde-d5e0bf45dad1		
6169	B	70	San Diego	USA	Herridge Real Estate and Property Management		property_management	1621 Grand Ave, San Diego, CA	+19513644799	1			High				overture:983800ab-c82a-498a-92bd-5235a08b0b90	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://HerridgeRealty.com/	herridge.mgmt@gmail.com		https://www.instagram.com/herridge_prop_sd/							Medium	Recall-first	https://explore.overturemaps.org/#id=983800ab-c82a-498a-92bd-5235a08b0b90		
6170	B	78	Austin	USA	Hill Country Property Management		property_management	4202 Spicewood Springs Rd, Austin, TX	+15123463309	1			High				overture:c13b36f2-8394-4b87-b7be-4830603269bb	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hillcountrypm.com/	lee@hillcountrypm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=c13b36f2-8394-4b87-b7be-4830603269bb		
6171	A	91	Paso Robles	USA	Hilltop 365 Paso Robles Vacation Home Rental		holiday_rental_home	365 Hilltop Dr, Paso Robles, CA	+14088910573	1			High				overture:70dc5684-afbc-4204-803a-efccb3dfc736	2026-08-15	New		http://www.Hilltop365.com/	debrakg@gmail.com									Medium	Verified	https://explore.overturemaps.org/#id=70dc5684-afbc-4204-803a-efccb3dfc736		
6172	B	78	Lompoc	USA	The Hinkens Group Property Management		property_management	531 N H St, Lompoc, CA	+18054303292	1			High				overture:b6709c57-d1bc-4048-951b-588ff0ab3eae	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hinkensgroup.com/	tomhinkens@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=b6709c57-d1bc-4048-951b-588ff0ab3eae		
6173	B	78	Aiea	USA	Hawaii Pacific Property Management		property_management	99-209 Moanalua Rd, Aiea, HI	+18084459223	1			High				overture:7f589f0a-f346-4099-9b49-10f6d1e85921	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://hipacificpm.com/	info@hipacificpm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=7f589f0a-f346-4099-9b49-10f6d1e85921		
6174	B	78	Downey	USA	Hoag Property Management		property_management	10551 Paramount Blvd, Downey, CA	+15628691556	1			High				overture:25ddc0a6-1cbe-4ce3-9740-2debaeb30443	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hoagpropertymgt.com/	jreyes@hoagpropertymgt.com									Medium	Recall-first	https://explore.overturemaps.org/#id=25ddc0a6-1cbe-4ce3-9740-2debaeb30443		
6175	B	78	Southlake	USA	Hollis Property Management, LLC		property_management	1560 E Southlake Blvd, TX	+18178754985	1			High				overture:16a3c313-82e9-4c1d-8f58-5d34dfa89515	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://hollispropertymanagement.com/	hollisproperty@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=16a3c313-82e9-4c1d-8f58-5d34dfa89515		
6176	B	78	San Antonio	USA	HomeLab Property Management		property_management	17806 W Interstate 10, San Antonio, TX	+12104260511	1			High				overture:de6845f5-b75a-41da-8eb6-3bbfc8833d06	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.homelabpm.com/	christopher@homelabpm.com		https://www.instagram.com/homelabpm/							Medium	Recall-first	https://explore.overturemaps.org/#id=de6845f5-b75a-41da-8eb6-3bbfc8833d06		
6177	B	78	Chula Vista	USA	HomeTeam Property Management		property_management	821 Bowsprit Rd, Chula Vista, CA	+16198727368	1			High				overture:9882e334-1401-4249-98d7-ad0093d8098f	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.hometeampm.com/	info@hometeampm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=9882e334-1401-4249-98d7-ad0093d8098f		
6178	B	78	Riverside	USA	Horizon Property Management		property_management	7223 Magnolia Ave, Riverside, CA	+19518231322	1			High				overture:ee2a407a-8887-49cd-afa5-e191fb7b4fae	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.horizonpropmanagement.com/	horizonpropertymanager@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=ee2a407a-8887-49cd-afa5-e191fb7b4fae		
6179	B	78	Temecula	USA	House Match Property Management DRE 01953163		property_management	27247 Madison Ave, Temecula, CA	+19512254020	1			High				overture:b968d894-1b34-4f4b-8952-6421da43e010	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.housematchca.com/	house@housematchca.com									Medium	Recall-first	https://explore.overturemaps.org/#id=b968d894-1b34-4f4b-8952-6421da43e010		
6180	B	78	Red Deer	Canada	Hearthstone Property Management		property_management	4711 51 Ave, Red Deer, AB	+14033140099	1			High				overture:43cf1a0f-8883-433e-990f-97b74119de63	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hpman.ca/	info@hpman.ca									Medium	Recall-first	https://explore.overturemaps.org/#id=43cf1a0f-8883-433e-990f-97b74119de63		
6181	B	78	La Mesa	USA	HS Property Management		property_management	8030 La Mesa Blvd, CA	+16197963359	1			High				overture:82267883-6024-4285-bd79-0729529a03d1	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.HSPropMGT.com/	info@hspropmgt.com									Medium	Recall-first	https://explore.overturemaps.org/#id=82267883-6024-4285-bd79-0729529a03d1		
6182	B	78	Houston	USA	Real Property Management Preferred		property_management	9234 FM-1960, Houston, TX	+12818949111	1			High				overture:6a13f562-ed07-4ac2-9d9f-f7f69269aaa9	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.htownrpm.com/?cid=LSTL_RPM000183	info@htownrpm.com		https://www.instagram.com/rpmpreferred/							Medium	Recall-first	https://explore.overturemaps.org/#id=6a13f562-ed07-4ac2-9d9f-f7f69269aaa9		
6183	B	78	San Diego	USA	Humphreys Residential Property Management		property_management	3145 Rosecrans St, San Diego, CA	+16198006567	1			High				overture:ffbbb2a9-c6c9-40a3-9944-33b1c62d6260	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.humphreysresidential.com/	info@humphreysresidential.com									Medium	Recall-first	https://explore.overturemaps.org/#id=ffbbb2a9-c6c9-40a3-9944-33b1c62d6260		
6184	B	78	San Marcos	USA	Hunter Property Management		property_management	1702 Hunter Rd, San Marcos, TX	+15128934429	1			High				overture:0c379459-4e2c-4ccd-98ac-3c7960fbe4d5	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hunterpm.com/	hunterpropmgt@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=0c379459-4e2c-4ccd-98ac-3c7960fbe4d5		
6185	B	78	Killeen	USA	Hunter Rentals & Sales		property_management	1503 W Stan Schlueter Loop, Killeen, TX	+12546343311	1			High				overture:0ec8800d-7bb1-4d58-be99-b43dcce45841	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hunterrentals.com/	rent@hunterrentals.com		https://www.instagram.com/hunter_rentals/							Medium	Recall-first	https://explore.overturemaps.org/#id=0ec8800d-7bb1-4d58-be99-b43dcce45841		
6186	B	78	Columbia-Shuswap	Canada	Hyde Property Management Shuswap		property_management	629 Davidson Rd, Columbia-Shuswap, BC	+12502537231	1			High				overture:f59f7a76-f763-461a-93d6-150460a1de77	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hydepropertymanagement.com/	hydepropertymanagementshuswap@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=f59f7a76-f763-461a-93d6-150460a1de77		
6187	B	78	La Jolla	USA	Iconic Property Management		property_management	7825 Fay Ave, La Jolla, CA	+16199309447	1			High				overture:cd3e1a73-e438-40e6-84a3-5b281fdf1f04	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://iconicpm.com/	info@iconicpm.com		https://www.instagram.com/iconicpropertymgmt/							Medium	Recall-first	https://explore.overturemaps.org/#id=cd3e1a73-e438-40e6-84a3-5b281fdf1f04		
6188	B	70	Placentia	USA	Ideal Property Management		property_management	140 Bradford Ave, Placentia, CA	+17149243860	1			High				overture:832bc515-d8f1-49ef-8cfe-943656ac3b60	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://idealproperty.com	info@idealproperty.com									Medium	Recall-first	https://explore.overturemaps.org/#id=832bc515-d8f1-49ef-8cfe-943656ac3b60		
6189	B	78	Moreno Valley	USA	iehouses Property Management		condominium	24210 Postal Ave #E, Moreno Valley CA 92553	(951) 247-2100	1			High				overture:a792e675-f5b6-4b8a-a9e9-446bdf5f5832	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.iehouses.com	drdroad@me.com									Medium	Recall-first	https://explore.overturemaps.org/#id=a792e675-f5b6-4b8a-a9e9-446bdf5f5832		
6190	A	91	Hawaii	USA	I Go Maui Vacation Rentals		holiday_rental_home		+18082808226	1			High				overture:a09d2be6-7c92-48d7-9a91-30d9e0217f22	2026-08-15	New		http://www.igomaui.com/	igomauireservation@gmail.com		https://www.instagram.com/igomaui/							Medium	Verified	https://explore.overturemaps.org/#id=a09d2be6-7c92-48d7-9a91-30d9e0217f22		
6191	B	78	San Antonio	USA	iHeart Realty and Property Management		real_estate_service	14350 Northbrook Dr, San Antonio, TX	+12103658024	1			High				overture:6bedced7-9742-4839-8573-6e0a7fd08f57	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.iheartrealty.com/	contact@iheartrealty.com									Medium	Recall-first	https://explore.overturemaps.org/#id=6bedced7-9742-4839-8573-6e0a7fd08f57		
6192	B	78	Dallas	USA	Inalyze Property Management		property_management	7989 Belt Line Rd, Dallas, TX	+12148884183	1			High				overture:06132864-f71d-48c6-8516-128191a28643	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://inalyzeproperty.com/	info@inalyzeproperty.com		https://www.instagram.com/inalyzeproperty/							Medium	Recall-first	https://explore.overturemaps.org/#id=06132864-f71d-48c6-8516-128191a28643		
6193	A	88	Innisfail	Canada	Innisfail Ski Hill		ski_resort	60th st, Innisfail, AB					High				overture:cc6b08a2-4a68-48aa-a549-f71ec529ce82	2026-08-15	New		https://www.innisfailskihill.com/	innisfailskihillab@gmail.com		https://www.instagram.com/innisfailskihill/							Medium	Verified	https://explore.overturemaps.org/#id=cc6b08a2-4a68-48aa-a549-f71ec529ce82		
6194	B	78	Kelowna	Canada	Inspire Property Management Ltd.		property_management	1505 Harvey Ave, Kelowna, BC	+17787380234	1			High				overture:733b41a9-dce0-4b18-b6d1-4c9aace8e510	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.inspirepm.com/	info@inspirepm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=733b41a9-dce0-4b18-b6d1-4c9aace8e510		
6195	B	78	Yucca Valley	USA	Inspire Real Estate and Property Management		property_management	56189 Twentynine Palms Hwy, Yucca Valley, CA	+17602281113	1			High				overture:19718711-0989-44b7-80a6-045111f4ab5f	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.inspirerealestate.org	karen@inspirerealestate.org									Medium	Recall-first	https://explore.overturemaps.org/#id=19718711-0989-44b7-80a6-045111f4ab5f		
6196	B	78	Corona	USA	Integrity Place Realty & Property Management		property_management	9050 Pulsar Ct, Corona, CA	+19517361500	1			High				overture:754df8c1-738d-4cc4-89e5-3f0d3d7856d5	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://integrityplace.com/	kendell@integrityplace.com		https://www.instagram.com/integrityplace/							Medium	Recall-first	https://explore.overturemaps.org/#id=754df8c1-738d-4cc4-89e5-3f0d3d7856d5		
6197	B	78	Riverside	USA	Integrity Realty and Property Management		property_management	4193 Flat Rock Rd, Riverside, CA	+19514655445	1			High				overture:e7308b99-2f14-4076-9f1f-1d1573d6faeb	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.IntegrityRealtyPM.com/	lavern@integrityrealtypm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=e7308b99-2f14-4076-9f1f-1d1573d6faeb		
6198	B	78	San Marcos	USA	Investors Property Management		property_management	330 Wonder World Dr, San Marcos, TX	+15123533159	1			High				overture:d1fd84a9-3b6b-4032-8d4c-f977216df16f	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://InvestorsPropertyManagement.com/	ipm@investorspropertymanagement.com									Medium	Recall-first	https://explore.overturemaps.org/#id=d1fd84a9-3b6b-4032-8d4c-f977216df16f		
6199	B	78	Oceanside	USA	Investors Property Management Group		property_management	2181 S El Camino Real, Oceanside	+17609674764	1			High				overture:ec034cb9-d6c2-47df-9167-48ee60011b51	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.ipmgsd.com/	labramson@ipmgsd.com									Medium	Recall-first	https://explore.overturemaps.org/#id=ec034cb9-d6c2-47df-9167-48ee60011b51		
